"district_nces_code","district_name","redfin_metro","metropolitan_division","metropolitan_statistical_area","num_top_schools","percent_top_schools","avg_school_rating","best_rating","percent_students_in_top_schools","total_students"
"3500660","Cuba Independent Schools","Albuquerque, NM","Albuquerque, NM","Albuquerque, NM",0,0,2,2,0,169
"4210070","Fox Chapel Area School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",3,0.75,8.75,10,0.762452107279693,1827
"4900069","Utah Schools For Deaf & Blind","Ogden, UT","Ogden-Clearfield, UT","Ogden-Clearfield, UT",0,0,3,5,0,81
"2911400","Elsberry R-Ii School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,5,5,0,339
"3617940","Lyncourt Union Free School District","Syracuse, NY","Syracuse, NY","Syracuse, NY",0,0,4,4,0,357
"4212690","Kennett Consolidated School District","Montgomery County, PA","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,6.33,7,0,1658
"2510170","Rockland School District","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",0,0,4,6,0,870
"2918690","Lindbergh Schools","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",5,1,10,10,1,2662
"3418270","Woodlynne Boro Public School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,6,6,0,368
"0619590","Kernville Union Elementary","Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0,5,6,0,494
"1738370","Sunnybrook School District 171","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,3,3,0,538
"3610980","Farmingdale Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,6.25,8,0,2510
"2507830","Middleton School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",1,1,9,9,1,505
"3600088","Nyc Geog District #11 - Bronx","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,4.19,8,0,21897
"1601500","Horseshoe Bend School District","Boise, ID","Boise City, ID","Boise City, ID",0,0,6,6,0,117
"3609720","East Islip Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,7.5,8,0,836
"0614250","Fowler Unified","Fresno, CA","Fresno, CA","Fresno, CA",0,0,5.5,6,0,689
"2511970","Walpole School District","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",2,0.5,8,10,0.519198664440735,1797
"3414730","Sea Girt Borough Public School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,10,10,1,173
"3626670","Shenendehowa Central School District","Albany, NY","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",3,0.375,8.13,10,0.342055185537583,4204
"2008340","Lansing School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,6,6,0,1097
"3408760","Little Ferry Public School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5,5,0,782
"1200390","Dade","Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",44,0.201834862385321,5.83,10,0.238505381542454,157204
"0635310","Santa Ana Unified School District","Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,3.28,7,0,27156
"5309630","Wellpinit School District","Spokane, WA","Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA",0,0,2.5,4,0,246
"1728980","Northbrook School District 28","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",3,1,9.67,10,1,1054
"2102250","Grant County School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,4,7,0,1768
"2010260","Osawatomie School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,4,4,0,382
"4221090","Scranton School District","Scranton, PA","Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA",0,0,3.18,6,0,5030
"2915330","Hume R-Viii School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",1,1,9,9,1,101
"4202440","Ambridge Area School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,5.33,8,0,1455
"5509240","Swallow School District","Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI",1,1,9,9,1,606
"2511580","Tewksbury School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0,4.67,6,0,1196
"3403900","Deptford Township Public School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,5.25,7,0,1736
"0900720","Chaplin School District","Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0,3,3,0,182
"0102550","Oneonta City School District","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0,0,8,8,0,824
"4222230","South Side Area School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,6,6,0,495
"1735970","Indian Creek Community Unit School District 425","Elgin, IL","Elgin, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,5.5,6,0,334
"2400060","Anne Arundel County Public Schools","Baltimore, MD","Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD",30,0.38961038961039,7.53,10,0.40197509888768,37669
"3621900","Orchard Park Central School District","Buffalo, NY","Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY",3,0.75,8.75,10,0.720616570327553,2076
"3408340","Lawnside School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,6,6,0,278
"4838220","Royse City Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",3,0.5,8,10,0.524109014675052,2862
"5512060","Portage Community School District","Madison, WI","Madison, WI","Madison, WI",0,0,5,5,0,648
"4105430","Gaston School District 511j","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",0,0,5,5,0,231
"0403310","Gila Bend Unified District","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",0,0,2,2,0,262
"2503090","Brockton School District","Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",0,0,3.27,5,0,8523
"1806480","Sheridan Community Schools","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",0,0,6,6,0,473
"4222800","Steelton-Highspire School District","Harrisburg, PA","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA",0,0,1,1,0,792
"1904080","A-H-S-T Community School District","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,4,4,0,301
"2618840","Hudsonville Public School District","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",5,0.714285714285714,8.57,10,0.659881812212738,3046
"5308610","Sumner School District","Tacoma, WA","Tacoma-Lakewood, WA","Seattle-Tacoma-Bellevue, WA",4,0.571428571428571,8.14,9,0.506769230769231,3250
"0602430","Alvord Unified School District","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",1,0.0714285714285714,4.36,9,0.0930857014992168,8938
"4704550","Wilson County School District","Nashville, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",6,0.5,7.92,10,0.498060606060606,8250
"2201260","Pointe Coupee Parish School District","Baton Rouge, LA","Baton Rouge, LA","Baton Rouge, LA",0,0,2.75,5,0,2004
"1713710","School District U-46","Elgin, IL","Elgin, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4.19,8,0,8597
"4221150","Yough School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,5.67,7,0,744
"3600096","Nyc Geog District #18 - Brooklyn","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,3.92,8,0,8998
"2400390","Harford County Public Schools","Baltimore, MD","Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD",15,0.46875,7.72,10,0.495280235988201,16950
"3904868","Jefferson Township Local School District","Dayton, OH","Dayton, OH","Dayton, OH",0,0,4,4,0,203
"3629790","Wallkill Central School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,518
"1303210","Lamar County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",0,0,5,5,0,613
"3600091","Nyc Geog District #13 - Brooklyn","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",2,0.105263157894737,4.05,9,0.203739445114596,8290
"1718180","Calhoun Community Unit School District 40","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,7,7,0,265
"2925410","Polo R-Vii School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",0,0,4,4,0,165
"4211420","Hanover Area School District","Scranton, PA","Scranton--Wilkes-Barre--Hazleton, PA","Scranton--Wilkes-Barre--Hazleton, PA",0,0,2.5,3,0,803
"2802850","Marshall County School District","Memphis, TN","Memphis, TN-MS-AR","Memphis, TN-MS-AR",0,0,3.5,5,0,503
"3412990","Pine Hill Borough Board of Education School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,4.5,5,0,828
"0102350","Midfield City School District","Birmingham, AL","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0,0,2,2,0,890
"2512780","Westport School District","Providence, RI","Providence-Warwick, RI-MA","Providence-Warwick, RI-MA",0,0,6,6,0,515
"2501860","Amesbury School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0,5,6,0,969
"0626490","Muroc Joint Unified","Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0,5,7,0,1076
"2505160","Gateway School District","Springfield, MA","Springfield, MA","Springfield, MA",0,0,5,7,0,438
"2922830","North Platte County R-I School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",1,0.5,9,10,0.660660660660661,333
"0600006","Ross Valley Elementary School District","San Rafael, CA","San Rafael, CA","San Francisco-Oakland-Hayward, CA",4,1,9.5,10,1,1550
"1726850","Morton Grove School District 70","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,1,9,9,1,855
"1719230","Hillside School District 93","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4,4,0,509
"2602190","Algonac Community School District","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,6.33,7,0,787
"3414340","Roxbury Township School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,5.5,8,0,1480
"1905070","Bondurant-Farrar Community School District","Des Moines, IA","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA",0,0,7,7,0,793
"3615480","Island Park Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,7,7,0,456
"3611970","Geneva City School District","Rochester, NY","Rochester, NY","Rochester, NY",0,0,3,3,0,505
"4213320","Laurel Highlands School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,4.25,5,0,1459
"0605700","Borrego Springs Unified","San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",0,0,5,5,0,182
"3417430","West Deptford Township Public School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,4,4,0,543
"2510890","Somerville School District","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",1,0.142857142857143,6.14,9,0.0883446993180409,3226
"5508520","Madison Metropolitan School District","Madison, WI","Madison, WI","Madison, WI",4,0.142857142857143,5.54,10,0.124313243132431,12195
"3413890","River Edge School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",2,1,9.5,10,1,1159
"0617850","Hueneme Elementary","Oxnard, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA",0,0,3.56,8,0,6145
"3404830","Essex Fells School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,1,10,10,1,205
"1301410","Columbia County School District","Augusta, GA","Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",2,0.125,6.13,9,0.117573743248857,12035
"4813590","Channelview Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",0,0,4.14,6,0,4290
"0600014","Hesperia Unified School District","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,3.19,8,0,11312
"4210980","Greater Latrobe School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",1,0.333333333333333,8.33,9,0.324272770624702,2097
"3173740","Millard Public Schools","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",4,0.16,7.04,10,0.175645291842792,11119
"3624990","Roosevelt Union Free School District","Long Island, NY","Nassau County-Suffolk County, NY","New York-Newark-Jersey City, NY-NJ-PA",0,0,2.33,3,0,1905
"1602550","Parma District","Boise, ID","Boise City, ID","Boise City, ID",0,0,5,5,0,412
"1200060","Baker","Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",1,0.5,6,9,0.430678466076696,1356
"1717800","Gurnee School District 56","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,8,8,0,417
"3904821","Ottawa Hills Local School District","Toledo, OH","Toledo, OH","Toledo, OH",1,1,10,10,1,474
"0691033","San Mateo County Office of Education","San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",0,0,2,2,0,223
"1302970","Jasper County School District","Atlanta, GA","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",0,0,4,4,0,535
"2621870","L'Anse Creuse Public Schools","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",0,0,6.9,8,0,4500
"3904436","Maumee City School District","Toledo, OH","Toledo, OH","Toledo, OH",0,0,5,5,0,384
"4815910","Crowley Independent School District","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0,3.93,8,0,8205
"0622110","Livermore Valley Joint Unified School District","Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",3,0.3,7.4,9,0.321696158138052,6273
"3605580","Brockport Central School District","Rochester, NY","Rochester, NY","Rochester, NY",0,0,7,7,0,1006
"4401020","South Kingstown School District","Providence, RI","Providence-Warwick, RI-MA","Providence-Warwick, RI-MA",5,1,9.6,10,1,1675
"4830870","Millsap Independent School District","Fort Worth, TX","Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",0,0,6,6,0,419
"3408910","Long Beach Island Consolidated School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,124
"3623160","Pittsford Central School District","Rochester, NY","Rochester, NY","Rochester, NY",5,1,9.6,10,1,2383
"1809600","Rising Sun-Ohio County Com","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,3,3,0,613
"3406330","Haddon Heights School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2,0.666666666666667,9,10,0.697341513292434,489
"1927990","Tri-Center Community School District","Omaha, NE","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",0,0,7,7,0,365
"3400870","Alpine Elementary School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,10,10,1,163
"5512120","Poynette School District","Madison, WI","Madison, WI","Madison, WI",0,0,7,7,0,470
"2620940","Lakeville Community School District","Warren, MI","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Dearborn, MI",1,1,9,9,1,302
"3200060","Clark County School District","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV",31,0.149038461538462,5.26,10,0.161699679802614,144286
"2700025","Intermediate School District 287","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,1,1,0,37
"4110520","Reynolds School District 7","Portland, OR","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA",0,0,2.18,6,0,4986
"4812810","Canyon Independent School District","Austin, TX","Austin-Round Rock, TX","Austin-Round Rock, TX",1,1,9,9,1,366
"4222440","Seneca Valley School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",5,0.833333333333333,9.17,10,0.854255319148936,3760
"4816110","Cypress-Fairbanks Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",19,0.358490566037736,7,10,0.364478005157795,53899
"2905310","Blue Springs R-Iv School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",11,0.846153846153846,9.31,10,0.869178921568627,6528
"1707980","Butler School District 53","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",1,1,10,10,1,297
"3609120","Dobbs Ferry Union Free School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,9,9,1,686
"2913620","Hancock Place School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,5,5,0,814
"0635490","Santa Clara Elementary","Oxnard, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA",1,1,9,9,1,54
"4816530","Deer Park Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",3,0.5,8,10,0.517425174251743,4878
"1201710","Seminole","Orlando, FL","Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL",13,0.361111111111111,7.28,10,0.372270436730123,28576
"3631440","Williamson Central School District","Rochester, NY","Rochester, NY","Rochester, NY",0,0,6,6,0,434
"2010440","Oxford School District","Wichita, KS","Wichita, KS","Wichita, KS",0,0,2,2,0,153
"0610260","Culver City Unified","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",2,0.4,8,10,0.455820019563091,3067
"0616920","Hemet Unified","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,4.43,7,0,9969
"2104530","Oldham County School District","Louisville, KY","Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN",6,0.6,8.7,10,0.631619339984651,5212
"4004680","Blanchard School District","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK",0,0,6,6,0,398
"2703150","Annandale Public School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,7,7,0,806
"3415630","Springfield Public School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",1,0.5,7.5,9,0.483931947069943,529
"2007050","Haysville School District","Wichita, KS","Wichita, KS","Wichita, KS",1,0.166666666666667,6.33,9,0.16602646180111,2343
"0806540","Sheridan 2 School District","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",0,0,4,4,0,897
"1805790","Lebanon Community School Corporation","Indianapolis, IN","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",0,0,5.5,7,0,1707
"3401200","Bass River Township Board of Education School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,5,5,0,112
"3501890","Moriarty Municipal Schools","Albuquerque, NM","Albuquerque, NM","Albuquerque, NM",0,0,7,7,0,787
"0612180","El Rancho Unified School District","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,3.63,6,0,4038
"4400330","East Providence School District","Providence, RI","Providence-Warwick, RI-MA","Providence-Warwick, RI-MA",0,0,4.5,7,0,2529
"5501710","Bristol #1 School District","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,8,8,0,718
"1802910","Lake Station Community Schools","Gary, IN","Gary, IN","Chicago-Naperville-Elgin, IL-IN-WI",0,0,6.33,7,0,878
"2925230","Platte County R-Iii School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",1,0.333333333333333,7.67,9,0.377899877899878,1638
"1741520","Calumet City School District 155","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,1,1,0,332
"2629760","River Rouge, School District of the City of","Detroit, MI","Detroit-Dearborn-Livonia, MI","Detroit-Warren-Dearborn, MI",0,0,4,4,0,637
"3416200","Tinton Falls School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,348
"3418240","Woodland Township Board of Education School District","Camden, NJ","Camden, NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,4,4,0,145
"2922650","Normandy School District","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,1.75,2,0,1416
"2003630","Augusta School District","Wichita, KS","Wichita, KS","Wichita, KS",0,0,5.5,7,0,1182
"2602550","Allendale Public Schools","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",0,0,6,6,0,393
"3404770","Englewood Cliffs Public School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,1,10,10,1,314
"0406210","Pendergast Elementary District","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",0,0,4.08,5,0,9756
"0904110","Simsbury School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",4,0.8,8.8,9,0.824180690876882,2258
"2923550","Park Hill School District","Kansas City, MO","Kansas City, MO-KS","Kansas City, MO-KS",5,0.5,8,9,0.516846921797005,4808
"3904690","Walnut Township Local School District","Columbus, OH","Columbus, OH","Columbus, OH",0,0,7,7,0,305
"3904918","Crestwood Local School District","Akron, OH","Akron, OH","Akron, OH",0,0,6,6,0,398
"3904353","Barberton City School District","Akron, OH","Akron, OH","Akron, OH",0,0,4,5,0,2673
"0901680","Granby School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",2,1,9,9,1,654
"2100180","Augusta Ind School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",0,0,3,3,0,304
"2709330","Cleveland Public School District","Minneapolis, MN","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",0,0,5,5,0,252
"4703540","Richard City School District","Chattanooga, TN","Chattanooga, TN-GA","Chattanooga, TN-GA",0,0,6,6,0,306
"1742210","Wheeling Central Consolidated School District 21","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",2,0.222222222222222,6.44,10,0.178349410503751,4665
"4207540","Deer Lakes School District","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA",0,0,5,5,0,457
"1712960","East Alton School District 13","St. Louis, MO","St. Louis, MO-IL","St. Louis, MO-IL",0,0,2,2,0,506
"3403270","Cliffside Park School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",0,0,5.25,8,0,1797
"3413260","Pohatcong Township School District","Allentown, PA","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",0,0,5,5,0,339
"4817070","Dickinson Independent School District","Houston, TX","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX",1,0.125,6.25,9,0.13480120386504,6313
"3407380","Holland Township School District","Newark, NJ","Newark, NJ-PA","New York-Newark-Jersey City, NY-NJ-PA",0,0,6,6,0,600
"2614610","Forest Hills Public Schools","Grand Rapids, MI","Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI",4,0.363636363636364,8.18,10,0.400692174581811,5201
"5512880","Friess Lake School District","Milwaukee, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI",0,0,7,7,0,227
"0691078","Los Angeles County Office of Education","Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0,1.5,2,0,1126
"3404680","Elsinboro Township School District","Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,0,4,4,0,137
"2501980","Arlington Public Schools","Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",4,0.571428571428571,8.71,10,0.597945707997065,2726
"3603660","Avon Central School District","Rochester, NY","Rochester, NY","Rochester, NY",0,0,7,7,0,376
"1710530","Coal City Community Unit School District 1","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",0,0,6,6,0,327
"0404230","Kyrene Elementary District","Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Scottsdale, AZ",6,0.315789473684211,7.95,10,0.327290413866289,11308
"1717490","Grass Lake School District 36","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,6,6,0,167
"0901920","Hartford School District","Hartford, CT","Hartford-West Hartford-East Hartford, CT","Hartford-West Hartford-East Hartford, CT",1,0.0384615384615385,2.69,9,0.0101416737632577,12917
"5101260","Fairfax County Public Schools","Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",37,0.26241134751773,6.22,10,0.264116834579136,98464
"0611100","Desert Center Unified","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,1,1,0,24
"3621480","Nyack Union Free School District","New York, NY","New York-Jersey City-White Plains, NY-NJ","New York-Newark-Jersey City, NY-NJ-PA",1,0.333333333333333,8,9,0.331828442437923,1329
"1740500","Central Consolidated School District 89","Chicago, IL","Chicago-Naperville-Arlington Heights, IL","Chicago-Naperville-Elgin, IL-IN-WI",3,0.75,8.5,9,0.797527047913447,1294
"2100360","Beechwood Ind School District","Cincinnati, OH","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",1,1,10,10,1,595
"4808670","Argyle Independent School District","Dallas, TX","Dallas-Plano-Irving, TX","Dallas-Fort Worth-Arlington, TX",2,1,10,10,1,1005
"0691135","Val Verde Unified","Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0,4.75,7,0,9773
"5515090","Twin Lakes #4 School District","Chicago, IL","Lake County-Kenosha County, IL-WI","Chicago-Naperville-Elgin, IL-IN-WI",0,0,4,4,0,397
