district_name,state,schooldistrictunified,total_commuters,commute_Less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,agg_travel_time,agg_travel_time_m,agg_travel_time_f,commute_under_30,commute_greater_than_30,percent_under_30,mean_commute_time,total_population,percent_drive_alone
"Kelso C-7 School District, Missouri",29,16470,1100.0,32.0,112.0,142.0,282.0,161.0,83.0,126.0,29.0,32.0,65.0,30.0,6.0,23825.0,13895.0,9930.0,812.0,288.0,0.7381818181818182,21.65909090909091,2036.0,0.8252688172043011
"Kingston 42 School District, Missouri",29,16620,129.0,17.0,3.0,14.0,3.0,3.0,7.0,21.0,0.0,2.0,12.0,40.0,7.0,5370.0,3245.0,2125.0,47.0,82.0,0.3643410852713178,41.627906976744185,496.0,0.8296296296296296
"Kirbyville R-VI School District, Missouri",29,16710,1535.0,12.0,148.0,259.0,322.0,214.0,214.0,163.0,46.0,27.0,79.0,21.0,30.0,36325.0,21900.0,14425.0,1169.0,366.0,0.7615635179153094,23.664495114006513,3087.0,0.7615480649188514
"Laclede County C-5 School District, Missouri",29,17000,1624.0,25.0,138.0,274.0,416.0,460.0,25.0,105.0,13.0,21.0,54.0,77.0,16.0,35180.0,18300.0,16880.0,1338.0,286.0,0.8238916256157636,21.66256157635468,3855.0,0.8629227053140096
"Laredo R-VII School District, Missouri",29,17910,191.0,14.0,9.0,7.0,26.0,37.0,11.0,63.0,6.0,4.0,0.0,3.0,11.0,4985.0,2780.0,2205.0,104.0,87.0,0.5445026178010471,26.099476439790575,552.0,0.6844660194174758
"Leesville R-IX School District, Missouri",29,18330,337.0,11.0,25.0,51.0,36.0,74.0,27.0,48.0,9.0,7.0,17.0,6.0,26.0,9750.0,4810.0,4940.0,224.0,113.0,0.6646884272997032,28.931750741839764,1100.0,0.8604651162790697
"Lonedell R-XIV School District, Missouri",29,19200,1580.0,39.0,34.0,50.0,138.0,135.0,14.0,204.0,107.0,138.0,372.0,331.0,18.0,63590.0,33320.0,30270.0,410.0,1170.0,0.25949367088607594,40.24683544303797,3641.0,0.8290383406662476
"Luray 33 School District, Missouri",29,19320,131.0,18.0,10.0,4.0,25.0,20.0,1.0,21.0,3.0,4.0,13.0,11.0,1.0,3275.0,2030.0,1245.0,78.0,53.0,0.5954198473282443,25.0,394.0,0.821917808219178
"Manes R-V School District, Missouri",29,19950,155.0,7.0,0.0,7.0,18.0,15.0,10.0,23.0,3.0,31.0,27.0,14.0,0.0,4990.0,2790.0,2200.0,57.0,98.0,0.36774193548387096,32.193548387096776,590.0,0.7844311377245509
"Mark Twain R-VIII School District, Missouri",29,20340,195.0,7.0,9.0,4.0,32.0,12.0,3.0,13.0,0.0,15.0,20.0,61.0,19.0,8690.0,4580.0,4110.0,67.0,128.0,0.3435897435897436,44.56410256410256,689.0,0.7117117117117117
"Miami R-I School District, Missouri",29,20840,190.0,2.0,21.0,12.0,50.0,54.0,14.0,22.0,4.0,0.0,2.0,7.0,2.0,4275.0,2300.0,1975.0,153.0,37.0,0.8052631578947368,22.5,456.0,0.8803827751196173
"Middle Grove C-1 School District, Missouri",29,20880,164.0,8.0,5.0,25.0,26.0,44.0,9.0,11.0,0.0,3.0,20.0,4.0,9.0,4840.0,3020.0,1825.0,117.0,47.0,0.7134146341463414,29.51219512195122,625.0,0.6529411764705882
"Mirabile C-1 School District, Missouri",29,21030,206.0,2.0,3.0,11.0,11.0,31.0,10.0,55.0,1.0,3.0,36.0,37.0,6.0,7800.0,5055.0,2745.0,68.0,138.0,0.3300970873786408,37.86407766990291,589.0,0.7342342342342343
"Missouri City 56 School District, Missouri",29,21060,256.0,0.0,8.0,6.0,41.0,35.0,31.0,55.0,19.0,11.0,27.0,8.0,15.0,8830.0,3585.0,5245.0,121.0,135.0,0.47265625,34.4921875,589.0,0.8435114503816794
"High Point R-III School District, Missouri",29,21150,310.0,19.0,40.0,12.0,63.0,31.0,23.0,50.0,8.0,4.0,32.0,23.0,5.0,8345.0,4455.0,3895.0,188.0,122.0,0.6064516129032258,26.919354838709676,771.0,0.7429467084639498
"Moniteau County R-V School District, Missouri",29,21180,431.0,45.0,37.0,17.0,112.0,68.0,12.0,54.0,6.0,4.0,40.0,33.0,3.0,10215.0,6710.0,3505.0,291.0,140.0,0.6751740139211136,23.700696055684453,1340.0,0.49588477366255146
"New York R-IV School District, Missouri",29,22110,132.0,3.0,17.0,16.0,22.0,13.0,5.0,30.0,5.0,2.0,8.0,5.0,6.0,3480.0,1975.0,1505.0,76.0,56.0,0.5757575757575758,26.363636363636363,286.0,0.8
"Oak Hill R-I School District, Missouri",29,23040,513.0,3.0,30.0,65.0,91.0,52.0,18.0,74.0,8.0,37.0,35.0,67.0,33.0,17345.0,11375.0,5970.0,259.0,254.0,0.5048732943469786,33.810916179337234,1334.0,0.8522727272727273
"Thornfield R-I School District, Missouri",29,23370,178.0,2.0,2.0,19.0,16.0,34.0,10.0,44.0,3.0,3.0,18.0,16.0,11.0,5785.0,2710.0,3075.0,83.0,95.0,0.46629213483146065,32.5,642.0,0.7208121827411168
"Pemiscot County R-III School District, Missouri",29,23790,504.0,14.0,122.0,117.0,81.0,71.0,22.0,47.0,15.0,3.0,4.0,5.0,3.0,7805.0,3805.0,4e3,427.0,77.0,0.8472222222222222,15.48611111111111,1111.0,0.9227799227799228
"Pettis County R-XII School District, Missouri",29,24690,444.0,19.0,99.0,73.0,142.0,19.0,12.0,34.0,6.0,17.0,17.0,3.0,3.0,7265.0,4940.0,2330.0,364.0,80.0,0.8198198198198198,16.36261261261261,1224.0,0.7734204793028322
"Phelps County R-III School District, Missouri",29,25080,841.0,17.0,43.0,74.0,54.0,167.0,91.0,210.0,16.0,36.0,92.0,18.0,23.0,25320.0,12695.0,12625.0,446.0,395.0,0.5303210463733651,30.107015457788346,2108.0,0.8198614318706697
"Raymondville R-7 School District, Missouri",29,26040,401.0,17.0,33.0,76.0,127.0,47.0,1.0,31.0,5.0,0.0,16.0,34.0,14.0,10200.0,5490.0,4710.0,301.0,100.0,0.7506234413965087,25.43640897755611,1176.0,0.7755102040816326
"Renick R-V School District, Missouri",29,26190,520.0,15.0,71.0,142.0,122.0,17.0,10.0,51.0,11.0,48.0,14.0,14.0,5.0,10565.0,5595.0,4970.0,377.0,143.0,0.725,20.317307692307693,1381.0,0.8523364485981308
"Richards R-V School District, Missouri",29,26370,1411.0,97.0,128.0,573.0,267.0,64.0,41.0,185.0,0.0,0.0,0.0,39.0,17.0,24070.0,11980.0,12090.0,1170.0,241.0,0.8291991495393338,17.058823529411764,3776.0,0.8570456092579987
"Ripley County R-III School District, Missouri",29,26550,282.0,11.0,7.0,33.0,66.0,78.0,21.0,15.0,8.0,0.0,21.0,15.0,7.0,7220.0,4130.0,3095.0,216.0,66.0,0.7659574468085106,25.602836879432623,825.0,0.7147435897435898
"Ripley County R-IV School District, Missouri",29,26580,282.0,3.0,39.0,43.0,57.0,15.0,6.0,34.0,14.0,6.0,41.0,12.0,12.0,7775.0,4e3,3780.0,163.0,119.0,0.5780141843971631,27.570921985815602,775.0,0.8615916955017301
"Roscoe C-1 School District, Missouri",29,26940,253.0,11.0,3.0,13.0,37.0,52.0,20.0,25.0,17.0,6.0,27.0,12.0,30.0,9605.0,6425.0,3180.0,136.0,117.0,0.5375494071146245,37.96442687747036,806.0,0.8517110266159695
"Hardeman R-X School District, Missouri",29,27330,265.0,16.0,33.0,28.0,35.0,72.0,16.0,30.0,3.0,8.0,13.0,9.0,2.0,5735.0,2945.0,2790.0,200.0,65.0,0.7547169811320755,21.641509433962263,610.0,0.706081081081081
"Orearville R-IV School District, Missouri",29,27450,202.0,7.0,24.0,38.0,38.0,28.0,24.0,16.0,7.0,5.0,6.0,7.0,2.0,4170.0,2490.0,1680.0,159.0,43.0,0.7871287128712872,20.643564356435643,366.0,0.9365853658536586
"Shawnee R-III School District, Missouri",29,28080,311.0,19.0,16.0,49.0,66.0,38.0,16.0,39.0,3.0,10.0,17.0,18.0,20.0,8855.0,5390.0,3465.0,204.0,107.0,0.6559485530546624,28.472668810289388,696.0,0.7801857585139319
"Shell Knob 78 School District, Missouri",29,28200,938.0,86.0,174.0,57.0,86.0,90.0,11.0,232.0,0.0,62.0,94.0,6.0,40.0,24645.0,16175.0,8470.0,504.0,434.0,0.5373134328358209,26.273987206823026,2830.0,0.8119747899159664
"Spickard R-II School District, Missouri",29,28770,165.0,4.0,6.0,43.0,29.0,27.0,6.0,21.0,3.0,10.0,5.0,5.0,6.0,4215.0,2365.0,1850.0,115.0,50.0,0.696969696969697,25.545454545454547,565.0,0.5979381443298969
"Strasburg C-3 School District, Missouri",29,29670,508.0,8.0,56.0,46.0,22.0,56.0,22.0,82.0,18.0,31.0,102.0,48.0,17.0,17270.0,10045.0,7225.0,210.0,298.0,0.41338582677165353,33.996062992125985,1056.0,0.8768939393939394
"Success R-VI School District, Missouri",29,29730,464.0,11.0,16.0,33.0,67.0,119.0,8.0,71.0,3.0,21.0,87.0,17.0,11.0,13560.0,7890.0,5670.0,254.0,210.0,0.5474137931034483,29.224137931034484,1199.0,0.6951219512195121
"Sunrise R-IX School District, Missouri",29,29820,1617.0,34.0,81.0,192.0,150.0,206.0,79.0,189.0,86.0,37.0,220.0,298.0,45.0,56615.0,36325.0,20290.0,742.0,875.0,0.4588744588744589,35.012368583797155,3651.0,0.855595667870036
"Swedeborg R-III School District, Missouri",29,29850,227.0,9.0,22.0,7.0,33.0,33.0,21.0,31.0,9.0,6.0,32.0,17.0,7.0,6890.0,4020.0,2875.0,125.0,102.0,0.5506607929515418,30.352422907488986,523.0,0.7801724137931034
"Taneyville R-II School District, Missouri",29,29910,548.0,34.0,26.0,53.0,71.0,90.0,31.0,92.0,38.0,14.0,53.0,40.0,6.0,14765.0,7615.0,7150.0,305.0,243.0,0.5565693430656934,26.943430656934307,1637.0,0.7453125
"Richwoods R-VII School District, Missouri",29,31230,698.0,34.0,28.0,18.0,17.0,48.0,10.0,112.0,40.0,30.0,116.0,223.0,22.0,31145.0,16465.0,14680.0,155.0,543.0,0.22206303724928367,44.62034383954155,1969.0,0.7278911564625851
"Westview C-6 School District, Missouri",29,31890,433.0,15.0,20.0,29.0,44.0,68.0,65.0,80.0,19.0,21.0,43.0,13.0,16.0,12440.0,6165.0,6275.0,241.0,192.0,0.5565819861431871,28.729792147806005,1063.0,0.8696581196581197
"Remainder of Missouri, Missouri",29,99999,2613337.0,100096.0,312594.0,387631.0,423120.0,399198.0,176806.0,347053.0,77526.0,87496.0,172838.0,84797.0,44182.0,60485090.0,33095190.0,27389895.0,1799445.0,813892.0,0.6885621716602184,23.14477237340611,5944867.0,0.816104680754216
"Pine Point Public School District, Minnesota",27,28960,52.0,2.0,12.0,5.0,0.0,0.0,3.0,13.0,1.0,2.0,4.0,8.0,2.0,1645.0,520.0,1125.0,22.0,30.0,0.4230769230769231,31.634615384615383,242.0,0.7857142857142857
"Remainder of Minnesota, Minnesota",27,99999,2632014.0,107512.0,326290.0,395500.0,410636.0,391740.0,186317.0,329452.0,78093.0,94882.0,171336.0,98548.0,41708.0,60901795.0,33392030.0,27509765.0,1817995.0,814019.0,0.6907239095232776,23.138856784196438,5418929.0,0.7802358532699051
"Bloomfield Township School District 7F, Michigan",26,00009,77.0,1.0,2.0,4.0,24.0,13.0,4.0,11.0,0.0,9.0,3.0,2.0,4.0,2475.0,1880.0,590.0,48.0,29.0,0.6233766233766234,32.142857142857146,252.0,0.8795180722891566
"Sigel Township School District 3F, Michigan",26,00010,43.0,7.0,0.0,2.0,15.0,11.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,815.0,420.0,395.0,35.0,8.0,0.813953488372093,18.953488372093023,93.0,0.625
"Sigel Township School District 4F, Michigan",26,00011,32.0,11.0,5.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,535.0,435.0,95.0,28.0,4.0,0.875,16.71875,77.0,0.6571428571428571
"Big Jackson School District, Michigan",26,00105,183.0,0.0,4.0,19.0,36.0,44.0,16.0,25.0,10.0,4.0,6.0,7.0,12.0,5565.0,3800.0,1770.0,119.0,64.0,0.6502732240437158,30.40983606557377,438.0,0.7643979057591623
"Arvon Township School District, Michigan",26,03270,72.0,0.0,2.0,2.0,10.0,19.0,5.0,15.0,4.0,2.0,1.0,9.0,3.0,2540.0,1175.0,1365.0,38.0,34.0,0.5277777777777778,35.27777777777778,282.0,0.8493150684931506
"Autrain-Onota Public Schools, Michigan",26,03660,191.0,0.0,5.0,30.0,37.0,39.0,15.0,20.0,8.0,7.0,14.0,7.0,9.0,5280.0,2650.0,2630.0,126.0,65.0,0.6596858638743456,27.643979057591622,726.0,0.6842105263157895
"Bangor Township School District 8, Michigan",26,03960,68.0,14.0,4.0,6.0,11.0,6.0,1.0,1.0,4.0,4.0,10.0,2.0,5.0,1855.0,1450.0,405.0,42.0,26.0,0.6176470588235294,27.279411764705884,225.0,0.7681159420289855
"Berlin Township School District 3, Michigan",26,05100,136.0,7.0,20.0,10.0,34.0,8.0,4.0,15.0,10.0,4.0,16.0,3.0,5.0,3715.0,1855.0,1860.0,83.0,53.0,0.6102941176470589,27.316176470588236,289.0,0.9117647058823529
"Bois Blanc Pines School District, Michigan",26,06300,26.0,0.0,4.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,440.0,270.0,170.0,25.0,1.0,0.9615384615384616,16.923076923076923,78.0,0.8275862068965517
"Church School District, Michigan",26,09630,56.0,4.0,7.0,6.0,11.0,16.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,990.0,585.0,410.0,53.0,3.0,0.9464285714285714,17.678571428571427,125.0,0.6065573770491803
"Colfax Township School District 1F, Michigan",26,10230,92.0,18.0,26.0,9.0,17.0,8.0,0.0,6.0,0.0,2.0,4.0,1.0,1.0,1335.0,555.0,780.0,78.0,14.0,0.8478260869565217,14.51086956521739,202.0,0.8762886597938144
"Easton Township School District 6, Michigan",26,12660,224.0,9.0,17.0,43.0,26.0,32.0,12.0,14.0,2.0,29.0,30.0,4.0,6.0,6205.0,3115.0,3090.0,139.0,85.0,0.6205357142857143,27.700892857142858,411.0,0.8488888888888889
"Elm River Township School District, Michigan",26,13140,65.0,2.0,8.0,2.0,6.0,6.0,8.0,15.0,6.0,3.0,9.0,0.0,0.0,1690.0,970.0,715.0,32.0,33.0,0.49230769230769234,26.0,130.0,0.42857142857142855
"Excelsior Township School District 1, Michigan",26,13680,97.0,8.0,9.0,11.0,9.0,16.0,2.0,11.0,0.0,0.0,21.0,10.0,0.0,2575.0,1010.0,1565.0,55.0,42.0,0.5670103092783505,26.54639175257732,349.0,0.7456140350877193
"Ganges School District 4, Michigan",26,15510,129.0,3.0,10.0,11.0,31.0,18.0,21.0,10.0,7.0,3.0,9.0,6.0,0.0,3e3,1405.0,1595.0,94.0,35.0,0.7286821705426356,23.25581395348837,316.0,0.8382352941176471
"Grant Township School District 2, Michigan",26,16560,66.0,29.0,7.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,9.0,9.0,4.0,1650.0,1090.0,560.0,42.0,24.0,0.6363636363636364,25.0,177.0,0.5897435897435898
"Hagar Township School District 6, Michigan",26,17340,314.0,3.0,17.0,43.0,79.0,65.0,63.0,17.0,7.0,0.0,17.0,0.0,3.0,6740.0,2990.0,3750.0,270.0,44.0,0.8598726114649682,21.46496815286624,596.0,0.9122257053291536
"Ionia Township School District 2, Michigan",26,19290,352.0,16.0,95.0,78.0,9.0,18.0,10.0,23.0,13.0,18.0,29.0,6.0,37.0,10345.0,6180.0,4165.0,226.0,126.0,0.6420454545454546,29.389204545454547,905.0,0.8099173553719008
"Mar Lee School District, Michigan",26,22830,781.0,21.0,58.0,138.0,113.0,146.0,30.0,116.0,16.0,31.0,70.0,18.0,24.0,19975.0,10435.0,9540.0,506.0,275.0,0.647887323943662,25.57618437900128,1793.0,0.8620689655172413
"Moran Township School District, Michigan",26,24540,383.0,20.0,129.0,107.0,35.0,9.0,4.0,21.0,4.0,3.0,14.0,31.0,6.0,7125.0,3675.0,3450.0,304.0,79.0,0.793733681462141,18.60313315926893,946.0,0.9053708439897699
"Nottawa Community School, Michigan",26,26100,535.0,39.0,47.0,59.0,115.0,81.0,31.0,23.0,25.0,34.0,53.0,19.0,9.0,13020.0,8010.0,5010.0,372.0,163.0,0.6953271028037383,24.33644859813084,1451.0,0.6561954624781849
"Oneida Township School District 3, Michigan",26,26430,29.0,0.0,0.0,3.0,2.0,8.0,8.0,4.0,0.0,2.0,2.0,0.0,0.0,715.0,405.0,310.0,21.0,8.0,0.7241379310344828,24.655172413793103,88.0,0.8787878787878788
"Palo Community School District, Michigan",26,27390,298.0,12.0,1.0,35.0,80.0,43.0,25.0,17.0,8.0,2.0,38.0,29.0,8.0,8685.0,5115.0,3575.0,196.0,102.0,0.6577181208053692,29.144295302013422,846.0,0.7383177570093458
"Powell Township Schools, Michigan",26,29190,163.0,0.0,33.0,13.0,7.0,18.0,6.0,52.0,12.0,3.0,12.0,7.0,0.0,4060.0,1740.0,2320.0,77.0,86.0,0.4723926380368098,24.9079754601227,388.0,0.9754601226993865
"Sigel Township School District 6, Michigan",26,31830,37.0,9.0,0.0,8.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,980.0,615.0,365.0,30.0,7.0,0.8108108108108109,26.486486486486488,92.0,0.6122448979591837
"Sodus Township School District 5, Michigan",26,32070,88.0,11.0,5.0,15.0,14.0,14.0,9.0,17.0,1.0,2.0,0.0,0.0,0.0,1545.0,605.0,940.0,68.0,20.0,0.7727272727272727,17.556818181818183,186.0,0.898876404494382
"Stanton Township Public Schools, Michigan",26,32970,529.0,11.0,19.0,87.0,196.0,124.0,30.0,33.0,2.0,3.0,9.0,3.0,12.0,10730.0,6340.0,4390.0,467.0,62.0,0.8827977315689981,20.283553875236294,1502.0,0.8152173913043478
"Verona Township School District 1F, Michigan",26,34860,75.0,5.0,8.0,16.0,22.0,17.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1285.0,695.0,585.0,69.0,6.0,0.92,17.133333333333333,161.0,0.8481012658227848
"Wells Township School District, Michigan",26,35790,78.0,3.0,5.0,2.0,2.0,2.0,0.0,23.0,4.0,7.0,22.0,4.0,4.0,2940.0,1950.0,990.0,14.0,64.0,0.1794871794871795,37.69230769230769,211.0,0.7701149425287356
"Remainder of Michigan, Michigan",26,99999,4118326.0,136385.0,450862.0,610874.0,663342.0,631961.0,284506.0,509403.0,130555.0,156202.0,295504.0,171691.0,77041.0,99634700.0,55266765.0,44367935.0,2777930.0,1340396.0,0.6745289226739214,24.193009489778127,9887236.0,0.8259874083226546
"Chesterfield-Goshen School District, Massachusetts",25,00014,1263.0,33.0,29.0,73.0,103.0,151.0,132.0,233.0,43.0,134.0,192.0,105.0,35.0,42445.0,21855.0,20590.0,521.0,742.0,0.41250989707046715,33.60649247822644,2393.0,0.8245227606461086
"Up-Island Regional School District, Massachusetts",25,00043,1710.0,111.0,194.0,393.0,357.0,305.0,118.0,134.0,2.0,9.0,37.0,40.0,10.0,29585.0,15e3,14585.0,1478.0,232.0,0.8643274853801169,17.301169590643276,4075.0,0.6671483622350675
"Acton School District, Massachusetts",25,01680,11098.0,188.0,753.0,993.0,910.0,1036.0,592.0,1329.0,635.0,1143.0,1544.0,1504.0,471.0,396885.0,226670.0,170215.0,4472.0,6626.0,0.40295548747522075,35.76184898179852,22925.0,0.7996972754793138
"Acushnet School District, Massachusetts",25,01740,5220.0,214.0,426.0,766.0,930.0,1237.0,126.0,474.0,126.0,70.0,385.0,293.0,173.0,132930.0,80840.0,52085.0,3699.0,1521.0,0.7086206896551724,25.46551724137931,10374.0,0.9078630897317299
"Amherst School District, Massachusetts",25,01890,15488.0,813.0,3176.0,4072.0,2524.0,1512.0,518.0,1017.0,171.0,365.0,644.0,421.0,255.0,279680.0,144965.0,134715.0,12615.0,2873.0,0.8145015495867769,18.05785123966942,39482.0,0.4647554806070826
"Berkley School District, Massachusetts",25,02520,3291.0,55.0,136.0,298.0,383.0,364.0,243.0,549.0,200.0,172.0,278.0,505.0,108.0,110580.0,57515.0,53060.0,1479.0,1812.0,0.44940747493163175,33.600729261622604,6547.0,0.887709991158267
"Berlin School District, Massachusetts",25,02550,1617.0,111.0,158.0,147.0,239.0,254.0,59.0,241.0,26.0,64.0,142.0,160.0,16.0,42125.0,24830.0,17295.0,968.0,649.0,0.5986394557823129,26.051329622758193,2957.0,0.8752983293556086
"Boxborough School District, Massachusetts",25,02850,2625.0,122.0,237.0,178.0,457.0,110.0,129.0,376.0,171.0,165.0,312.0,270.0,98.0,81760.0,45645.0,36115.0,1233.0,1392.0,0.4697142857142857,31.14666666666667,5137.0,0.7892679459843639
"Boxford School District, Massachusetts",25,02880,3683.0,105.0,177.0,290.0,391.0,351.0,219.0,464.0,164.0,171.0,639.0,529.0,183.0,133525.0,78230.0,55295.0,1533.0,2150.0,0.41623676350800975,36.25441216399674,8138.0,0.7665198237885462
"Boylston School District, Massachusetts",25,02910,2209.0,28.0,92.0,222.0,357.0,410.0,106.0,382.0,91.0,43.0,171.0,226.0,81.0,65960.0,37100.0,28860.0,1215.0,994.0,0.5500226346763242,29.859665006790404,4432.0,0.8428630193336075
"Brewster School District, Massachusetts",25,02970,4008.0,76.0,454.0,965.0,603.0,571.0,263.0,420.0,125.0,61.0,141.0,120.0,209.0,97485.0,53545.0,43940.0,2932.0,1076.0,0.7315369261477046,24.322604790419163,9864.0,0.8115194979829673
"Brimfield School District, Massachusetts",25,03060,2001.0,19.0,70.0,141.0,218.0,159.0,103.0,309.0,102.0,213.0,381.0,236.0,50.0,70700.0,43700.0,27e3,710.0,1291.0,0.3548225887056472,35.33233383308346,3695.0,0.863992623328723
"Brookfield School District, Massachusetts",25,03120,1563.0,52.0,95.0,104.0,152.0,134.0,72.0,176.0,85.0,71.0,316.0,240.0,66.0,57065.0,31125.0,25940.0,609.0,954.0,0.3896353166986564,36.50991682661548,3405.0,0.8631643249847282
"Carlisle School District, Massachusetts",25,03330,2041.0,67.0,35.0,170.0,169.0,270.0,155.0,271.0,66.0,260.0,198.0,306.0,74.0,71535.0,42990.0,28545.0,866.0,1175.0,0.4243018128368447,35.04899559039686,5074.0,0.7524671052631579
"Clarksburg School District, Massachusetts",25,03720,786.0,41.0,146.0,180.0,123.0,59.0,17.0,65.0,18.0,35.0,81.0,12.0,9.0,16185.0,8895.0,7290.0,566.0,220.0,0.7201017811704835,20.591603053435115,1606.0,0.8952020202020202
"Concord School District, Massachusetts",25,03840,6835.0,92.0,515.0,857.0,645.0,546.0,372.0,770.0,498.0,523.0,799.0,1e3,218.0,226805.0,136400.0,90405.0,3027.0,3808.0,0.4428675932699342,33.18288222384784,19271.0,0.705392596387857
"Conway School District, Massachusetts",25,03900,921.0,40.0,40.0,96.0,117.0,159.0,76.0,170.0,38.0,36.0,92.0,47.0,10.0,24680.0,11700.0,12980.0,528.0,393.0,0.5732899022801303,26.79695982627579,1783.0,0.7924151696606786
"Deerfield School District, Massachusetts",25,04080,2590.0,240.0,453.0,255.0,310.0,558.0,203.0,208.0,48.0,73.0,184.0,7.0,51.0,51135.0,23640.0,27500.0,2019.0,571.0,0.7795366795366795,19.743243243243242,5070.0,0.7238586156111929
"Dover School District, Massachusetts",25,04260,2310.0,52.0,116.0,195.0,200.0,265.0,97.0,257.0,87.0,209.0,577.0,226.0,29.0,77180.0,46175.0,31010.0,925.0,1385.0,0.4004329004329004,33.41125541125541,5814.0,0.7125382262996942
"Eastham School District, Massachusetts",25,04530,2186.0,105.0,305.0,464.0,406.0,234.0,56.0,207.0,32.0,54.0,224.0,65.0,34.0,46415.0,23360.0,23050.0,1570.0,616.0,0.7182067703568161,21.23284537968893,4923.0,0.7467395877156079
"Oak Bluffs School District, Massachusetts",25,04650,1980.0,78.0,372.0,607.0,631.0,176.0,77.0,0.0,0.0,0.0,13.0,0.0,26.0,26275.0,15490.0,10785.0,1941.0,39.0,0.9803030303030303,13.27020202020202,4626.0,0.7795957651588066
"Erving School District, Massachusetts",25,04710,951.0,21.0,48.0,187.0,138.0,163.0,84.0,120.0,46.0,25.0,59.0,42.0,18.0,23535.0,11870.0,11665.0,641.0,310.0,0.6740273396424816,24.747634069400632,1875.0,0.8638253638253638
"Florida School District, Massachusetts",25,04920,431.0,10.0,16.0,39.0,86.0,78.0,26.0,39.0,8.0,16.0,66.0,19.0,28.0,13645.0,7720.0,5925.0,255.0,176.0,0.5916473317865429,31.65893271461717,822.0,0.8883928571428571
"Halifax School District, Massachusetts",25,05610,3896.0,27.0,182.0,235.0,404.0,504.0,376.0,746.0,94.0,335.0,408.0,422.0,163.0,134595.0,68010.0,66585.0,1728.0,2168.0,0.44353182751540043,34.546971252566735,7684.0,0.8536155202821869
"Hancock School District, Massachusetts",25,05760,382.0,8.0,44.0,21.0,45.0,74.0,41.0,79.0,19.0,8.0,21.0,6.0,16.0,10490.0,5050.0,5440.0,233.0,149.0,0.6099476439790575,27.460732984293195,726.0,0.8916256157635468
"Hawlemont School District, Massachusetts",25,06000,659.0,24.0,66.0,50.0,48.0,48.0,53.0,85.0,37.0,48.0,119.0,52.0,29.0,22210.0,10875.0,11335.0,289.0,370.0,0.4385432473444613,33.70257966616085,1519.0,0.7207702888583218
"Holland School District, Massachusetts",25,06210,1332.0,46.0,79.0,174.0,83.0,193.0,75.0,115.0,51.0,115.0,253.0,113.0,35.0,42715.0,23200.0,19515.0,650.0,682.0,0.487987987987988,32.06831831831832,2498.0,0.8458755426917511
"Kingston School District, Massachusetts",25,06540,6192.0,92.0,316.0,1102.0,659.0,830.0,219.0,621.0,185.0,346.0,627.0,1011.0,184.0,195935.0,105525.0,90410.0,3218.0,2974.0,0.5197028423772609,31.643249354005167,12958.0,0.8419212646298829
"Lanesborough School District, Massachusetts",25,06630,1571.0,76.0,239.0,181.0,451.0,296.0,45.0,87.0,26.0,13.0,33.0,68.0,56.0,33505.0,17565.0,15940.0,1288.0,283.0,0.8198599618077658,21.32718014003819,3312.0,0.8391990291262136
"Leverett School District, Massachusetts",25,06810,928.0,21.0,47.0,82.0,167.0,172.0,121.0,139.0,22.0,41.0,62.0,42.0,12.0,24085.0,11940.0,12145.0,610.0,318.0,0.6573275862068966,25.95366379310345,1993.0,0.7587181903864278
"Lincoln School District, Massachusetts",25,06900,2874.0,232.0,204.0,319.0,342.0,199.0,180.0,401.0,150.0,111.0,414.0,278.0,44.0,81645.0,46615.0,35035.0,1476.0,1398.0,0.5135699373695198,28.408141962421713,7270.0,0.7083333333333334
"Marion School District, Massachusetts",25,07290,2005.0,306.0,192.0,297.0,208.0,205.0,44.0,213.0,59.0,51.0,161.0,148.0,121.0,53630.0,33940.0,19690.0,1252.0,753.0,0.6244389027431422,26.748129675810475,4979.0,0.8476011288805269
"Mattapoisett School District, Massachusetts",25,07470,2850.0,225.0,228.0,396.0,617.0,192.0,197.0,315.0,53.0,45.0,331.0,147.0,104.0,73840.0,46870.0,26970.0,1855.0,995.0,0.6508771929824562,25.90877192982456,6176.0,0.8849819257311863
"Middleton School District, Massachusetts",25,07830,3748.0,34.0,402.0,324.0,436.0,613.0,292.0,660.0,59.0,172.0,352.0,318.0,86.0,106490.0,58690.0,47800.0,2101.0,1647.0,0.5605656350053362,28.41248665955176,9436.0,0.8528901017117341
