LEAID,NAME_LEA15,NAME_CBSA15,median_sale_price,median_sale_price_per_sqft,gsmean_pool,mean_commute_time,total_population,percent_under_30,percent_drive_alone,pop_density
3629070,Tuckahoe Common School District,"New York-Newark-Jersey City, NY-NJ-PA",55e4,372.72727272727275,0.253973116,27.663242846661774,3269.0,0.6162876008804109,0.7342465753424657,505.6240861520914
3410380,Monmouth Beach Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",422500.0,268.75483372003094,2.200767377,40.24305555555556,3258.0,0.5069444444444444,0.7838709677419354,3195.1574991821067
3411190,Netcong Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",225e3,172.41379310344828,0.643132108,25.686274509803923,3258.0,0.5567439096850861,0.7861990950226244,3859.1848065349527
3405460,Franklin Township School District,"New York-Newark-Jersey City, NY-NJ-PA",335e3,181.07908351810792,2.170122279,33.66471734892787,3235.0,0.4723846653671215,0.8326283987915408,141.87043625956025
3414520,Saddle River Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",1456500.0,331.82503770739066,2.609726854,43.42025699168556,3229.0,0.40665154950869237,0.7487473156764496,655.7866386590732
3406480,Hamburg Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",140900.0,83.88157894736842,0.878320794,44.76250791640279,3209.0,0.3293223559214693,0.9206939281288724,2809.7471790194368
3415570,Spring Lake Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",11e5,552.0428015564203,2.470033598,34.874301675977655,2989.0,0.515828677839851,0.7214876033057851,2247.8304529415996
3611860,Garrison Union Free School District,"New York-Newark-Jersey City, NY-NJ-PA",6e5,255.55555555555554,1.711770096,42.806291390728475,2895.0,0.36837748344370863,0.5798561151079137,149.43927619718195
3414790,Seaside Heights Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",187e3,186.29807692307693,-0.325859622,23.089461713419258,2885.0,0.7854435178165277,0.6049562682215743,4653.004311061487
3626640,Shelter Island Union Free School District,"New York-Newark-Jersey City, NY-NJ-PA",707500.0,406.8181818181818,0.769039839,27.625531914893617,2812.0,0.625531914893617,0.7443491816056118,231.1619228360186
3417370,West Amwell Township School District,"New York-Newark-Jersey City, NY-NJ-PA",5e5,171.3687458673132,1.864793626,29.079263410728583,2794.0,0.5212169735788631,0.7546519641626465,129.1337951420574
3629190,Tuxedo Union Free School District,"New York-Newark-Jersey City, NY-NJ-PA",471250.0,198.33333333333334,1.221291247,37.71084337349398,2787.0,0.4655765920826162,0.7062058130400628,116.84137288897172
3410680,Moonachie Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",34e4,NA,-0.1252202,25.206642066420663,2753.0,0.666420664206642,0.7847730600292826,1652.0769633749258
3415240,South Hackensack Township School District,"New York-Newark-Jersey City, NY-NJ-PA",379900.0,184.82490272373542,0.485121741,22.165532879818596,2705.0,0.7218442932728647,0.6464047442550037,3741.080408544034
3408160,Lakehurst Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",155e3,119.96779388083736,0.124787156,25.390693590869184,2669.0,0.659350307287094,0.8477331052181352,2917.149176530563
3404200,East Newark Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",252500.0,86.59003831417624,-0.771656859,29.87990392313851,2577.0,0.5148118494795837,0.47198105761641673,25181.18532380072
3412150,Ogdensburg Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",29e4,131.40161725067387,0.689235252,34.7246963562753,2432.0,0.41133603238866395,0.8536018590240124,1082.508153976554
3408130,Lafayette Township School District,"New York-Newark-Jersey City, NY-NJ-PA",245e3,124.84774665042632,1.464337178,34.901685393258425,2350.0,0.47752808988764045,0.8220338983050848,131.1020641567989
3404830,Essex Fells Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",755e3,294.6914700544465,2.570257125,34.918655097613886,2153.0,0.4566160520607375,0.7865055387713998,1524.6287199475914
3408310,Lavallette Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",65e4,400.219298245614,1.459702142,26.054750402576488,2108.0,0.5813204508856683,0.7629179331306991,2607.40492062969
3412030,Ocean Gate Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",173e3,139.2350666093683,0.467850101,35.24630541871921,2105.0,0.4463054187192118,0.9196078431372549,4681.137930619977
3414610,Sandyston-Walpack Township School District,"New York-Newark-Jersey City, NY-NJ-PA",41e4,120.65921130076515,1.408806774,40.40340909090909,1943.0,0.47045454545454546,0.809119830328738,29.499044618029753
3401140,Avon-by-the-Sea Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",619900.0,430.4966308959321,2.27208484,31.759371221281743,1809.0,0.5912938331318017,0.7056778679026651,4243.2748386115145
3414730,Sea Girt Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",13e5,543.7977660199882,2.272631498,29.927884615384617,1683.0,0.6394230769230769,0.7644508670520231,1592.4046661391476
3407710,Island Heights Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",26e4,185.0,1.813107251,30.827389443651924,1640.0,0.6019971469329529,0.8236092265943012,2684.3239834045885
3418030,Winfield Township School District,"New York-Newark-Jersey City, NY-NJ-PA",NA,NA,-0.392634395,23.244274809160306,1572.0,0.6793893129770993,0.8030112923462986,8736.797333979954
3400870,Alpine Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",23e5,498.49447975911676,2.69272043,32.80639431616341,1559.0,0.4369449378330373,0.6745283018867925,243.1483065754
3404050,Eagleswood Township School District,"New York-Newark-Jersey City, NY-NJ-PA",225e3,121.62162162162163,0.653687082,28.595342066957787,1556.0,0.5400291120815138,0.8434065934065934,96.88222225197852
3405700,Frenchtown Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",3e5,152.27272727272728,1.531496524,32.94631710362047,1444.0,0.48314606741573035,0.7433526011560694,1142.0254626724477
3405130,Farmingdale Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",25e4,132.8125,1.234523242,24.922425952045135,1434.0,0.6699576868829337,0.8838174273858921,2749.0270761983925
3624420,Remsenburg-Speonk Union Free School District,"New York-Newark-Jersey City, NY-NJ-PA",855e3,412.5,2.17078969,25.633001422475107,1407.0,0.577524893314367,0.8216216216216217,189.11883819455028
3402610,Califon Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",34e4,186.40350877192984,1.256819747,34.42078364565588,1283.0,0.4787052810902896,0.7990726429675425,1351.34772811472
3406600,Hampton Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",NA,NA,0.706736375,35.295081967213115,1213.0,0.39344262295081966,0.875,792.2673698831743
3401890,Bloomsbury Borough School District,"New York-Newark-Jersey City, NY-NJ-PA",19e4,102.37068965517241,0.895262164,37.36,720.0,0.38666666666666666,0.8608247422680413,820.8593620350786
4110040,Portland School District 1J,"Portland-Vancouver-Hillsboro, OR-WA",355e3,208.33333333333334,0.572415322,24.398000323867812,483724.0,0.6704811097870361,0.5654717969703112,3569.0770319769968
4101920,Beaverton School District 48J,"Portland-Vancouver-Hillsboro, OR-WA",315e3,178.64667747163696,0.988380308,24.32767957494636,269076.0,0.6600592622867069,0.7231547876384562,4701.432683439131
5309270,Vancouver Public Schools,"Portland-Vancouver-Hillsboro, OR-WA",235e3,137.68115942028984,-0.082194136,22.99651428662797,148128.0,0.710350010393182,0.7624628614939011,2817.244258038919
5302700,Evergreen School District (Clark),"Portland-Vancouver-Hillsboro, OR-WA",24e4,146.77777777777777,0.243615347,24.526286966046,144960.0,0.6870691321435475,0.8025626536752242,3081.703971369469
4100023,Hillsboro School District 1J,"Portland-Vancouver-Hillsboro, OR-WA",27e4,163.34894613583137,-0.226791789,24.34519889357218,131626.0,0.6606296101159115,0.7377925793892772,650.4684234326769
4108830,North Clackamas School District 12,"Portland-Vancouver-Hillsboro, OR-WA",315e3,157.0,0.049651354,27.060427915891122,118732.0,0.5897757219468146,0.7598467699808462,2951.791629932186
4112240,Tigard-Tualatin School District 23J,"Portland-Vancouver-Hillsboro, OR-WA",328e3,169.80549552330967,0.705209347,23.061816850583128,80332.0,0.680168401234245,0.7473254086181278,3342.2562264464773
4106000,Gresham-Barlow School District 1J,"Portland-Vancouver-Hillsboro, OR-WA",25e4,142.14285714285714,-0.362013601,28.003897550111358,78863.0,0.5635036924158949,0.7428674511545293,1581.6659800068091
4110520,Reynolds School District 7,"Portland-Vancouver-Hillsboro, OR-WA",232500.0,143.84191176470588,-1.397358283,27.11347101236501,76384.0,0.5689210792470066,0.6623186144484319,3035.00540174375
5300380,Battle Ground School District,"Portland-Vancouver-Hillsboro, OR-WA",28e4,144.69153515064562,0.273574396,28.61318572999204,68393.0,0.542366455624218,0.8002988579357455,256.23397609097566
4103940,David Douglas School District 40,"Portland-Vancouver-Hillsboro, OR-WA",220790.0,143.36917562724014,-0.626885443,28.176297190751857,66681.0,0.5871364136804347,0.625764411027569,6156.118012343325
4109330,Oregon City School District 62,"Portland-Vancouver-Hillsboro, OR-WA",304e3,158.73015873015873,0.178279323,27.8972448809722,55895.0,0.5466539037789245,0.7902889369592089,716.1775882658851
4113170,West Linn School District 3J,"Portland-Vancouver-Hillsboro, OR-WA",39e4,174.79575163398692,1.296317966,24.992013552758955,47519.0,0.6006776379477251,0.7869438270797926,1145.7644121649716
4107230,Lake Oswego School District 7J,"Portland-Vancouver-Hillsboro, OR-WA",506250.0,220.33254156769596,2.474517872,23.22942428250992,41453.0,0.676597457870823,0.7337675554650926,3210.4547530592813
