"district_nces_code","median_sale_price","median_sale_price_per_sqft","total_sales"
"2629400",104900,90.3341288782816229,12
"2629460",54000,43.2692307692307692,23
"2629490",92000,56.4880952380952381,6
"2629520",77000,61.6987179487179487,8
"2629540",81900,65.6455142231947484,27
"2629670",136000,115.7446808510638298,10
"2629760",23000,19.6837944664031621,5
"2629790",120000,96.4285714285714286,32
"2629910",80000,50,7
"2629940",159000,140.5325443786982249,27
"2630030",134000,107.3975044563279857,31
"2630090",208000,157.8479763079960513,25
"2630120",45500,33.260233918128655,11
"2630210",51500,46.2264150943396226,37
"2630300",162000,142,65
"2630390",30000,26.6903914590747331,37
"2630450",54000,47.1014492753623188,24
"2630660",150000,113.8952164009111617,6
"2630930",134500,115.3846153846153846,11
"2630960",219900,159.3915343915343915,20
"2631020",95000,60.3174603174603175,8
"2631320",80000,67.1641791044776119,10
"2632220",94000,83.8264299802761341,29
"2632250",156000,130,9
"2632280",60000,52.726510067114094,20
"2632300",100000,84.9858356940509915,26
"2632310",86000,70.5634987384356602,38
"2632340",90500,76.5306122448979592,19
"2632370",95000,81.0498220640569395,22
"2632550",115500,88.9716636197440585,20
"2632670",90000,78.5152838427947598,22
"2632850",109900,89.8876404494382022,47
"2633030",133000,112.2727272727272727,14
"2633090",76000,54.2857142857142857,27
"2633120",139000,88.5,5
"2633410",52000,42.1686746987951807,10
"2633420",110000,84.8111025443330763,14
"2633540",61100,50.077639751552795,42
"2633720",109500,90.1976935749588138,17
"2633810",129900,110.3125,31
"2633900",115000,82.1428571428571429,8
"2633930",92000,77.380952380952381,33
"2634260",169500,132.1138211382113821,10
"2634410",40000,39.1006842619745846,13
"2634470",138000,111.026615969581749,40
"2634560",116000,107.6115485564304462,15
"2634650",59900,59.9,8
"2634680",27469,23.2001689189189189,24
"2634710",69900,63.3333333333333333,8
"2634950",105000,89.0981169474727453,26
"2635160",145199,119.1369606003752345,41
"2635190",114900,87.2905027932960894,27
"2635310",120000,98.0066445182724252,80
"2635460",79250,69.7674418604651163,8
"2635550",127000,105,33
"2635820",135000,115.9811193526635199,15
"2635910",131000,109,56
"2635940",79900,58.2706766917293233,6
"2635970",23000,23,9
"2636060",65000,54.7945205479452055,14
"2636120",118000,107.1428571428571429,17
"2636300",89100,77.9411764705882353,12
"2636330",178000,149.7584541062801932,12
"2636485",218000,128.771551724137931,19
"2636540",79900,69.6517412935323383,22
"2636570",105000,80.1749271137026239,69
"2636600",58000,45,14
"2636660",144000,120,35
"2700008",249500,196.4566929133858268,16
"2700013",130000,104.8387096774193548,7
"2700017",179600,153.6166365280289331,76
"2700022",73000,51.1921458625525947,8
"2700023",49000,34.5916266300617708,8
"2700089",66300,44.7494033412887828,7
"2700109",84900,79.7932330827067669,6
"2700123",138500,116.8380165289256198,40
"2700128",98000,66.0052910052910053,32
"2702640",120000,107.1428571428571429,6
"2702760",170000,145.4623287671232877,24
"2702910",154000,135.7323232323232323,27
"2702930",143500,108.7035358114233908,23
"2703060",142000,113.6363636363636364,9
"2703150",175000,135.6428571428571429,43
"2703180",142212,105.9335443037974684,315
"2703870",149400,132.6530612244897959,35
"2704050",165000,127.6674025018395879,29
"2705460",161000,137.9464285714285714,94
"2705790",170500,120.8860759493670886,74
"2706060",141900,126.5822784810126582,16
"2706090",147450,107.4438202247191011,98
"2706240",117000,91.896551724137931,28
"2707200",163900,130.5483028720626632,80
"2707290",159900,110.7563025210084034,35
"2707410",142900,119.708994708994709,116
"2707500",147200,122.5490196078431373,16
"2708100",152300,116.9590643274853801,40
"2708190",163500,125.1691474966170501,32
"2709440",175000,130.723781388478582,13
"2709510",124900,93.5779816513761468,58
"2709750",130000,94.6457990115321252,27
"2710060",158000,93.27217125382263,9
"2710170",187818,134.3408900083963056,11
"2711040",140000,112.8914785142024763,8
"2711085",87800,62.8489620615604868,7
"2711190",140000,91.3838120104438642,12
"2711250",250000,166.3031624863685932,29
"2711370",171900,135.8573240329740013,111
"2711670",199000,144.9375866851595007,35
"2711760",122550,94.0559440559440559,43
"2711820",144320,112.1372031662269129,50
"2712240",112000,81.4757878554957725,14
"2712270",153600,113.0769230769230769,53
"2712420",131000,97.7346278317152104,19
"2712580",80000,68.0272108843537415,5
"2712900",129000,103.2608695652173913,6
"2713170",121000,80.2387267904509284,10
"2713530",142825,105.2262090483619345,32
"2714070",89900,80.762987012987013,13
"2714190",120000,99.537037037037037,7
"2714220",192000,115.5279503105590062,18
"2714260",197000,150.9054325955734406,53
"2714970",120000,95.2346041055718475,47
"2715030",169900,109.004739336492891,21
"2715510",93000,78.4826684107259647,17
"2715750",135000,123.2429099876695438,10
"2717100",118348,88.9227642276422764,9
"2717220",144000,116.0714285714285714,15
"2717250",145000,119.4398682042833608,8
"2717520",125000,94.1619585687382298,7
"2717780",185000,141.9865145228215768,31
"2718070",95500,74.4680851063829787,8
"2718210",108000,85.5199222546161322,36
"2718240",84500,70.7547169811320755,28
"2718750",175000,126.4798488664987406,12
"2718810",135000,133.136094674556213,20
"2719170",179900,135.0093109869646182,20
"2720550",105000,74.5689655172413793,6
"2720580",89900,50.4413619167717528,7
"2720670",123500,96.5645311049210771,23
"2721240",159500,125.2891287586738628,841
"2721390",161150,129.2035398230088496,53
"2721450",152900,104.1053921568627451,8
"2721480",106400,77.4091627172195893,27
"2722920",166000,122.0238095238095238,61
"2722950",173000,123.4262948207171315,61
"2723370",150000,128.3292978208232446,10
"2723430",167278,123.0769230769230769,31
"2723820",163700,137.4238468233246301,66
"2723850",150000,112.9151291512915129,117
"2723880",137000,108.4905660377358491,35
"2723910",142000,109.2268518518518519,26
"2725050",125500,107.0833333333333333,17
"2725080",225000,149.7584541062801932,7
"2725200",143000,100.7462686567164179,106
"2728050",104700,75.9414225941422594,41
"2728080",147000,104.2553191489361702,28
"2728140",121000,96.875,8
"2728200",165000,135.1351351351351351,46
"2728320",102000,72.3323170731707317,5
"2728350",141900,119.3181818181818182,15
"2728380",150000,120.7081545064377682,45
"2728970",129500,116.2063953488372093,18
"2730030",137500,110.8083560399636694,55
"2730060",185000,115.1515151515151515,31
"2730480",115000,83.5454545454545455,38
"2730870",185000,140.625,23
"2731750",165000,121.5315315315315315,88
"2731780",150960,108.3384053560559951,186
"2732070",159900,108.6142322097378277,13
"2732390",153040,117.8940568475452196,65
"2732430",181900,135.3550295857988166,59
"2732520",150000,119.6105702364394993,8
"2732550",114900,95.625,24
"2732820",158000,121.2227687983134223,35
"2732850",102500,87.4263261296660118,8
"2732880",147500,118.8793103448275862,42
"2733000",147500,111.0185185185185185,43
"2733270",140400,109.020310633213859,68
"2733330",158000,117.839607201309329,34
"2733510",136000,102.5641025641025641,206
"2733540",185000,156.7759078830823738,55
"2733780",187500,144.1048034934497817,155
"2733790",163000,138.2152588555858311,38
"2733810",154000,112.1026213050752928,90
"2733840",150000,117.7272727272727273,647
