school_nces_code,median_sale_price,median_sale_price_per_sqft,total_sales
040708000582,193000,132.3529411764705882,7
040708001880,200000,134.9043715846994536,7
040730002818,126500,94.1968040370058873,22
040757000646,203000,168.1481481481481481,12
040757000647,310000,271.6914986853637160,11
040757000651,410000,261.3378684807256236,10
040757000657,240000,166.6666666666666667,10
040757000662,334000,217.0944838885854724,10
040757001327,280000,192.0000000000000000,11
040757001384,348000,219.0882352941176471,21
040757001434,282000,202.2653721682847896,8
040757001475,290000,198.8988300068823125,17
040757001671,349000,217.7167810355583281,6
040757002115,315000,222.4576271186440678,11
040775000296,183000,126.2433052792654935,10
040775000675,144000,124.4131455399061033,9
040775000681,225000,170.5370101596516691,8
040775001047,153000,128.6449399656946827,9
040775001048,139900,107.3059360730593607,9
040775001146,170000,155.8203483043079743,6
040775001330,159000,129.4969512195121951,11
040775001563,139000,120.9602954755309326,5
040775001679,169000,137.8504672897196262,6
040775001874,199775,138.4261918437679495,18
040775002358,235000,167.8571428571428571,11
040775002434,200000,137.5515818431911967,28
040775002636,198000,124.1988227599738391,6
040817000710,104500,101.8867924528301887,6
040823000758,30000,25.8620689655172414,7
040831000767,155200,151.1197663096397274,5
040831000776,185000,168.1818181818181818,5
040831000778,150000,100.5061460592913955,6
040849002488,125000,116.1672794117647059,8
040855000806,144900,99.1108071135430917,63
040880000819,92750,76.0683760683760684,8
040880000836,87500,84.9514563106796117,7
040880000840,123500,109.7328244274809160,6
040880000842,147500,104.5296167247386760,9
040880000843,126000,94.2126514131897712,10
040880000845,193000,145.2599388379204893,6
040880000852,46500,31.6111488783140721,10
040880000853,120500,98.6571879936808847,21
040880000854,109900,92.9387331256490135,6
040880000872,98000,75.1533742331288344,7
040880000873,90500,49.6979681493684789,6
040880000878,155000,119.0239043824701195,10
040880000880,117000,84.5771144278606965,13
040880000887,222000,171.8357082984073764,14
040880000891,90500,49.6979681493684789,6
040880000900,125000,96.1538461538461538,5
040880000903,98000,75.1533742331288344,5
040880000905,157000,122.6562500000000000,25
040880000906,122000,99.1114149008885851,14
040880000966,137500,104.9805447470817121,7
040880001260,158000,134.3054489639293937,47
040880001262,183000,123.9509360877985797,14
040880001269,144500,128.5714285714285714,21
040880001442,169500,121.1626387981711300,6
040880001449,225000,152.0270270270270270,6
040880001454,77000,68.1682879377431907,5
040880001479,215000,123.0379746835443038,6
040880001481,80700,68.9743589743589744,6
040880002335,219000,121.6666666666666667,10
040885002765,210000,128.6695815115552780,36
040885002798,144000,110.1097178683385580,16
040885003083,115000,101.1342155009451796,7
040906000915,140000,110.2941176470588235,5
040906000923,157000,128.8659793814432990,11
040906000927,174000,112.2448979591836735,15
040906000928,232500,150.2557544757033248,13
040906000929,105000,76.9230769230769231,8
040906000932,69900,58.4937238493723849,5
040906000941,105000,85.5048859934853420,8
040906000944,110000,97.0873786407766990,8
040906000947,125500,81.1130846654825340,7
040906001116,176000,131.2559017941454202,15
050002101299,45000,34.0831629175187457,19
050288000054,72500,55.2816901408450704,13
050288000474,72500,55.2816901408450704,13
050288000499,72500,55.2816901408450704,13
050296000062,71000,63.4517766497461929,6
050296000064,70000,64.6226415094339623,5
050296000066,63000,57.7058409570724842,7
050296000067,62000,53.3333333333333333,12
050369000121,175000,104.1666666666666667,5
050369001440,85000,69.3452380952380952,16
050375000173,124000,97.8576893649579189,8
050375000809,115000,90.3337969401947149,5
050441000171,65000,56.0000000000000000,10
050441001354,65000,56.0000000000000000,10
050459001198,194000,171.4887082204155375,5
050459001248,52000,48.6381322957198444,5
050459001355,78000,71.6253443526170799,8
050642000383,102000,72.1292556260819388,31
050756000466,116000,90.9090909090909091,28
050777000490,47000,38.1642512077294686,61
050792000515,78000,63.2668711656441718,57
050861000573,191000,132.1138211382113821,8
050861001234,191000,132.1138211382113821,8
050867001401,103000,74.0632318501170960,11
050900000176,127000,94.0347970173985087,17
050900000605,130000,81.3715455475946776,8
050900000610,150000,120.3703703703703704,51
050900000611,295000,190.0108577633007600,12
050900000612,45000,34.2987804878048780,15
050900000619,150000,130.3872053872053872,21
050900000622,125000,94.3650793650793651,6
050900000633,169900,124.9431818181818182,22
050900000635,42500,31.9548872180451128,5
050900001188,23500,23.3134920634920635,6
050900001190,164500,133.2654268808114962,48
050900001384,130500,90.3131828113619811,14
050900001409,49900,27.3195876288659794,8
050900001528,186900,132.0714285714285714,6
050906000641,30000,24.6710526315789474,7
050924001327,29500,26.3864042933810376,24
050924001366,29500,26.3864042933810376,24
050948000595,132500,95.0704225352112676,6
050948000692,132500,95.0704225352112676,6
050954000697,115000,65.0337837837837838,5
050975000715,55000,44.6428571428571429,22
051020000747,80000,75.1879699248120301,8
051068000779,51250,42.7655024946543122,6
051068000783,24000,17.3611111111111111,9
051068000787,116382,94.7580645161290323,11
051068000792,19900,17.2743055555555556,5
051068000804,91500,82.6086956521739130,7
051185000933,57000,50.0000000000000000,7
051185001257,105000,94.4022770398481973,11
051221000984,58500,49.7512437810945274,10
051221000988,65500,52.1969696969696970,5
051221001444,85000,76.0683760683760684,8
051242001000,41500,33.6850649350649351,29
051404001146,101000,84.6571906354515050,11
060000107534,375000,321.3465952563121653,8
060000608773,703000,596.4585274930102516,10
060000608775,882000,630.6646525679758308,5
060000608776,840000,647.3829201101928375,12
060000612911,740000,653.9101497504159734,6
060001300805,185000,185.0000000000000000,5
060001308763,360000,229.3939393939393939,38
060001309069,250000,177.5568181818181818,5
060001309070,232500,215.2777777777777778,8
060001409075,153000,110.6314085267134377,5
060001409079,165000,129.8145506419400856,5
060001409082,142000,114.7604327666151468,5
060001509083,75000,56.6371681415929204,5
060001609095,315900,266.6043030869971936,11
060001609678,350000,265.5875299760191847,8
060001701149,185000,135.3383458646616541,56
060001705167,116550,87.3688155922038981,5
060001709100,150000,103.3434650455927052,9
060001709101,128000,81.2698412698412698,7
060002006951,720000,606.9243697478991597,10
060002009285,685000,492.0194309507286607,8
060002009287,758000,636.6047745358090186,5
060002009288,620000,590.7780979827089337,7
060002503570,950000,832.4084350721420644,5
060002503573,1610000,1202.3593466424682396,13
060002609486,160000,130.3939962476547842,54
060002702451,270000,176.1904761904761905,6
060002709491,200000,179.5096322241681261,5
060002709497,160000,141.8439716312056738,7
060002712772,200000,175.0000000000000000,15
060002807223,323900,219.0213101815311760,7
060002809684,330000,195.1343132285859098,9
060002908565,312800,201.4166130070830650,5
060002909510,305000,211.8466898954703833,53
060003204950,804375,629.6875000000000000,5
060003304680,99000,84.9644128113879004,8
060003408407,435000,341.5841584158415842,17
060003409465,435000,341.5841584158415842,17
060003601095,210000,169.5568400770712909,9
060003601108,190000,165.4898499558693733,12
060003608583,283227,230.8845577211394303,8
060003610359,243000,211.0552763819095477,21
060003611085,290000,184.9974657881398885,10
060003612351,289000,195.6443708609271523,7
060004206844,275000,239.9553571428571429,12
060004306172,620000,473.5792622133599202,9
060004402139,550000,441.4191419141914191,35
060004507091,185000,148.6013986013986014,9
060004707383,270000,207.3906485671191554,9
060004707390,266900,207.3906485671191554,9
060004707393,255000,230.6959008579599619,5
060004807407,365000,290.3739061256961018,9
060004807410,260900,239.7977941176470588,25
060004810396,385000,300.3412969283276451,8
060004907415,445000,350.0000000000000000,39
060006002209,205000,123.4892275354703100,5
060006011342,205000,123.4892275354703100,5
060006204235,175000,163.7426900584795322,15
060006312220,69775,58.3403010033444816,5
060006312224,69775,58.3403010033444816,5
060006908610,290000,186.9688385269121813,7
060006908614,330800,247.7902621722846442,8
060011609296,160000,137.4045801526717557,17
060011609482,160000,137.4045801526717557,17
060015310934,510000,400.9900990099009901,5
060015310935,530000,455.3734061930783242,13
060015310936,523000,365.6307129798903108,6
060015310939,515000,400.3906250000000000,10
060015811510,179950,161.8255395683453237,14
060015811512,158000,146.4318813716404078,5
060015811816,237000,173.3723482077542063,11
060133204151,165000,133.6270190895741557,6
060133204152,145000,121.2121212121212121,11
060133204154,172000,127.5964391691394659,11
060133204157,190000,173.6474694589877836,11
060133205095,207200,165.4197838736492103,14
060133205102,160500,137.1267150928167877,9
060133208818,185000,175.5218216318785579,6
060133211730,279000,203.4548944337811900,37
060141012109,343942,255.3392724573125464,9
060141013781,343942,255.3392724573125464,10
060141406015,710000,603.5714285714285714,7
060141406021,750000,637.6673040152963671,7
060141406025,925000,807.1553228621291449,5
060141406028,925000,766.7984189723320158,14
060141406032,1220000,797.3856209150326797,7
060177000003,823000,560.2134146341463415,9
060177000044,850000,645.8966565349544073,12
060177000047,630000,526.8413793103448276,14
060177000054,725000,596.8778696051423324,13
060177004337,827000,640.5886909372579396,7
060231000108,690000,499.6456413890857548,10
060245008788,255000,185.0847457627118644,16
060245008789,249000,166.4532650448143406,6
060245008790,225000,163.6904761904761905,12
060245008791,199900,140.0903808908973531,21
060245008793,260000,158.4022038567493113,15
060261000150,450000,356.6322478157267673,5
060261000160,465000,384.1735800893426930,5
060285000211,225000,191.2144702842377261,16
060285000212,238000,227.5334608030592734,6
060285000214,240000,197.8998384491114701,6
060297000226,800000,629.1118421052631579,6
060297000232,1050000,663.3444075304540421,6
060306000241,410000,232.9545454545454545,5
060330000252,345000,274.2616033755274262,11
060330000254,525000,328.1250000000000000,5
060330000255,265000,240.9090909090909091,13
060330001384,250000,231.8181818181818182,13
060330009303,312500,261.6177636796193497,11
060342000259,112000,102.0036429872495446,5
060363000299,159950,99.6138996138996139,9
060363000307,128000,108.0246913580246914,18
060363000308,80500,69.1498685363716039,7
060363000312,107000,73.6914600550964187,6
060363000317,109000,90.7335907335907336,13
060363000322,131000,114.8545176110260337,16
060363003095,199900,114.5281018027571580,23
060363007098,129000,112.7308066083576288,7
060363009712,88000,87.3015873015873016,5
060363009713,45000,34.6954510408635312,6
060369000325,344000,327.6190476190476190,5
060408009306,220000,154.8991354466858790,22
060408010250,150000,144.8412698412698413,12
060420000379,695000,622.7598566308243728,5
060423000384,183000,156.6951566951566952,34
060423005028,170000,144.1515650741350906,39
060423008796,263000,221.0076045627376426,61
060429000388,235000,157.7669902912621359,40
060429010579,157000,143.2481751824817518,10
060429011012,224000,152.3414344991108477,67
060429011219,255000,152.5119617224880383,6
060429012345,188399,137.5598086124401914,23
060444000398,340000,329.4573643410852713,9
060444000404,335000,265.2414885193982581,6
060444008118,410000,361.8421052631578947,5
060453000414,980000,772.7272727272727273,26
060453000416,980000,772.7272727272727273,26
060453000418,980000,772.7272727272727273,26
060453004019,980000,772.7272727272727273,26
060453007417,980000,772.7272727272727273,26
060453012574,980000,772.7272727272727273,26
060462009116,445000,352.4982888432580424,6
060465000429,403750,315.3076923076923077,5
060465000430,403750,315.3076923076923077,5
060474000436,820000,600.0000000000000000,17
060474000441,910000,729.7709923664122137,42
060474000445,820000,600.0000000000000000,17
060474000447,750000,621.1186335403726708,71
060474000448,750000,627.0903010033444816,54
060474000450,910000,729.7709923664122137,42
060474000452,750000,627.0903010033444816,54
060474006895,750000,627.0903010033444816,54
060474008119,820000,600.0000000000000000,17
060552000501,1342750,1059.6153846153846154,6
060558009318,230000,160.8000000000000000,5
060558009319,179000,156.2500000000000000,11
060558009321,225900,196.2387571545380213,10
060558009323,210000,190.8471275559883155,13
060561000507,335000,282.9391891891891892,5
060561000510,420000,319.0522243713733075,5
060570000517,185000,127.6408450704225352,19
060588000530,500000,311.3858539390454284,5
060591010194,430000,295.2755905511811024,29
060591010474,415000,283.3226014166130071,52
060606000541,750000,609.7560975609756098,6
060606000543,750000,609.7560975609756098,6
060627000548,335000,240.8339324227174694,6
060627000550,425000,223.6024844720496894,5
060636000552,422000,321.4013709063214014,6
060636000555,370000,319.8198198198198198,7
060639007503,245000,162.6323751891074130,16
060639009331,132900,104.4847328244274809,20
060639009333,244000,153.3736196319018405,5
060645000565,630000,514.3277002204261572,10
060645000566,600000,505.7251908396946565,15
060645000568,649000,462.0123203285420945,16
060645000569,722000,496.7892586106246351,9
060645000573,700000,546.0420032310177706,11
060645000574,775000,551.9379844961240310,9
060645000577,515000,436.7720465890183028,8
060645000578,670000,527.0150575730735164,21
060645000579,685000,509.3750000000000000,20
060648000583,1212500,1056.9105691056910569,10
060648000584,1370000,1166.6666666666666667,6
060648000586,769000,725.0000000000000000,6
060648007418,1000000,806.4516129032258065,5
060675007653,404000,263.4803921568627451,20
060678000597,707000,492.1875000000000000,6
060681000609,349000,287.0189171559034573,10
060702000646,535000,453.3898305084745763,11
060717000656,297000,170.9844559585492228,6
060744000686,489900,363.7090327737809752,80
060744000687,592000,474.5596868884540117,18
060744000692,629900,374.2901393908105318,11
060744000693,710000,568.7203791469194313,6
060744000695,640000,426.4214046822742475,31
060744000698,567500,397.4449964513839603,20
060744000699,817000,620.3703703703703704,12
060744000702,384000,349.3150684931506849,16
060744000705,399000,338.8293487221764221,13
060744003367,505000,374.9072011878247958,5
060744003383,640000,495.1370468611847922,7
060744007187,735000,427.4432819383259912,5
060744008752,532500,442.2757475083056478,11
060744009523,500000,394.5278022947925861,11
060747000706,1025000,778.9382071366405570,5
060747000707,1025000,778.9382071366405570,5
060750008312,482500,443.5245416913069190,6
060753000720,1100000,850.5917159763313609,45
060753000723,755000,475.2851711026615970,15
060774009341,393500,369.6498054474708171,7
060774011330,290000,254.3859649122807018,11
060780000741,571000,494.3722943722943723,5
060780000746,467000,369.7545526524148852,5
060790003752,202000,173.4104046242774566,10
060795009122,362500,320.5699020480854853,6
060807000781,425000,366.0377358490566038,6
060837000813,215000,162.7146361406377760,10
060837000816,230000,199.3006993006993007,18
060837000825,240000,163.7107776261937244,5
060837000830,253000,175.6198347107438017,5
060837001947,240000,197.6789168278529981,13
060837010191,245000,182.2916666666666667,14
060846000837,322500,247.7383437717466945,5
060846000841,388000,259.0460526315789474,6
060846009528,305000,285.0467289719626168,10
060852000848,117000,99.7395833333333333,16
060852011852,117000,99.7395833333333333,16
060876000892,440000,377.3584905660377358,7
060897000900,455000,291.9921875000000000,29
060903000909,220300,155.6350626118067979,5
060903000913,170000,149.7797356828193833,6
060903000916,132500,116.4658634538152610,5
060903001982,227000,180.7324840764331210,13
060903008466,228000,181.5286624203821656,5
060903009531,229000,140.7407407407407407,5
060903010772,230000,167.3497267759562842,8
060903011587,252500,162.0192307692307692,7
060903012029,235000,179.4340924775707384,14
060907000930,320000,207.4683544303797468,30
060907008563,349473,220.7662665824384081,16
060912000931,99500,93.3395872420262664,6
060912010208,99500,93.3395872420262664,6
060930000940,221500,170.2657807308970100,12
060939000951,205000,140.0273224043715847,6
060939007687,172500,130.3592120509849363,6
060962000977,199000,183.7488457987072946,6
060962000979,253200,211.9140625000000000,9
060962000980,241000,225.8669165885660731,9
060962000990,253300,165.4088050314465409,8
060962000991,327900,270.1579384871155445,6
060962000993,260000,224.6153846153846154,7
060962000996,256500,208.3333333333333333,8
060962001001,179550,165.9426987060998152,5
060962011323,250000,218.3406113537117904,11
060985000932,220000,205.0919377652050919,5
060985001053,285000,232.7044025157232704,7
060985001057,279900,231.8460192475940507,6
060985001058,285000,232.7044025157232704,7
060985011245,425000,265.2081109925293490,73
061005001094,412000,265.2106084243369735,5
061026001119,1031500,766.9122572002679169,9
061026001120,1200000,981.9684447783621337,9
061026001121,940000,793.3398628795298727,9
061062001175,446000,352.9980657640232108,6
061062001180,420000,335.5335533553355336,12
061062001905,397000,331.8345323741007194,8
061111001224,250060,152.1940211019929660,19
061111001230,195000,161.9601328903654485,9
061111006219,275000,165.2892561983471074,12
061111008766,275000,161.4797416324133881,5
061111008820,200000,130.4985337243401760,17
061111010274,212000,165.7142857142857143,47
061111011016,188000,159.5744680851063830,19
061111011017,275000,175.2789195537287140,36
061111011244,235000,144.4376152427781192,23
061111011713,253000,180.1724137931034483,330
061146001261,352000,295.0544844928751048,10
061146001269,415000,325.0000000000000000,5
061146001274,495000,364.9635036496350365,6
061146001277,404000,355.2380952380952381,7
061146001280,390000,318.3856502242152466,12
061146003196,360000,305.8623619371282923,5
061146007107,390000,325.0000000000000000,18
061149003503,345000,242.4046541693600517,56
061185001317,320000,267.5585284280936455,8
061185001318,290000,250.8650519031141869,6
061185001320,529000,288.6652542372881356,5
061209001346,518000,400.0000000000000000,6
061209001349,446000,317.5832687838884586,6
061209001357,499000,352.8610354223433243,12
061218001373,305000,238.6861702127659574,5
061233001394,295000,207.3552425665101721,8
061233001401,179000,147.3214285714285714,5
061233001403,181000,143.1095406360424028,21
061233001404,212000,158.7301587301587302,6
061233001411,165000,155.6603773584905660,7
061233001413,280000,246.1951656222023277,10
061233003668,260000,218.6711522287636669,7
061233008276,270000,249.3074792243767313,5
061233008573,355000,215.0192554557124519,10
061233009362,180000,159.5744680851063830,5
061233010293,225000,211.0389610389610390,7
061233011060,330000,247.9941648431801605,22
061269001429,139950,138.2905138339920949,10
061269004134,299000,203.8461538461538462,6
061288001452,322000,257.8062449959967974,6
061288001458,350000,234.4273275284661755,8
061288007704,355000,288.9908256880733945,7
061288011130,365000,273.3812949640287770,19
061288011131,493279,384.7730109204368175,7
061308007204,317000,239.2489400363416111,5
061308008254,317000,239.2489400363416111,5
061329001507,125000,116.8224299065420561,6
061329010809,125000,116.8224299065420561,6
061336001514,320000,273.1092436974789916,11
061336007857,330000,261.1940298507462687,7
061350001539,245000,196.3141025641025641,8
061350008301,425000,246.5197215777262181,9
061350009817,329000,263.6594663278271919,15
061389001572,335000,257.0281124497991968,17
061389001583,180000,153.9777587681779299,9
061389005019,345000,267.9217958001448226,8
061389007611,348000,315.2173913043478261,6
061389008575,240000,192.3076923076923077,8
061389009135,355000,222.2817354043920728,12
061389011729,237000,184.2923794712286159,6
061392001603,170000,149.6478873239436620,6
061398001605,275000,178.2857142857142857,20
061401012023,450000,388.8888888888888889,28
061437008352,530000,410.1416853094705444,6
061440001684,712000,549.7702909647779479,5
061440001685,722000,530.0472653612424038,8
061455001708,124000,92.9592959295929593,22
061455001716,90000,87.5486381322957198,6
061455001719,108000,81.9423368740515933,13
061455001721,120000,108.8971269694161260,5
061455001724,136500,91.0000000000000000,6
061455001728,123500,93.3908045977011494,11
061455001735,115500,84.0053763440860215,18
061455001739,124500,100.3257328990228013,6
061455001743,72000,49.4505494505494505,6
061455001746,204000,118.4640522875816993,11
061455001750,283000,182.9988193624557261,7
061455001751,110000,91.6666666666666667,6
061455001755,120000,108.8118811881188119,32
061455001758,152000,103.3028812368236121,20
061455001759,117000,100.7117437722419929,14
061455001761,145000,119.6247068021892103,9
061455001763,45000,36.7047308319738989,5
061455001781,100000,86.6141732283464567,18
061455003007,102500,82.9959514170040486,5
061455007720,195500,159.2356687898089172,20
061455010488,160000,122.4856321839080460,40
061455010777,115000,101.9503546099290780,7
061455011895,125050,79.5483460559796438,6
061473001792,415000,351.7964071856287425,5
061473001793,572500,403.0710172744721689,11
061473001802,435000,386.0294117647058824,6
061473001806,435000,262.7565982404692082,7
061479001819,240000,168.2986536107711138,6
061479011069,262000,195.1697127937336815,8
061488000751,330000,234.6153846153846154,5
061488000754,420000,346.2489694971145919,6
061488001871,455000,379.0523690773067332,9
061518001909,499999,394.5364472753007785,5
061524001919,650000,488.1889763779527559,36
061524001922,563000,429.0780141843971631,6
061524001929,705000,613.0434782608695652,13
061524001932,670000,469.0686607749830048,16
061524001934,575000,529.7397769516728625,5
061524001937,560000,441.6403785488958991,7
061524001940,588000,496.6216216216216216,5
061524001941,705000,643.0868167202572347,8
061524001942,600000,465.3284671532846715,9
061524001948,700000,496.6887417218543046,14
061524001949,575000,419.1235059760956175,13
061524007519,645500,503.7878787878787879,6
061527001952,441500,292.7710843373493976,6
061527001955,475000,363.1051752921535893,5
061539001962,245000,202.0676691729323308,18
061545001963,345000,222.7011494252873563,11
061545010200,345000,222.7011494252873563,11
061578008851,275555,218.7500000000000000,14
061632002031,415000,301.9132653061224490,20
061632302032,96000,85.7142857142857143,5
061674002113,325000,303.0303030303030303,9
061674008855,493000,372.6521412471825695,15
061674011550,450000,326.9230769230769231,6
061692000943,163000,146.7146714671467147,12
061692002156,174000,147.6793248945147679,13
061692002157,156000,127.9761904761904762,37
061692002158,145000,119.0476190476190476,117
061692002159,249990,159.6000000000000000,31
061692009144,173600,139.8429833169774289,27
061692010276,157500,129.0571870170015456,84
061692010349,126000,104.8951048951048951,17
061692011018,242000,145.9346768589298124,38
061692011164,169900,131.2192454893384363,67
061692011261,173000,147.7787851314596555,6
061704002162,1380000,838.3233532934131737,15
061734002179,295000,217.6436448055716773,9
061734002180,395000,276.2430939226519337,5
061749002190,875000,556.2619198982835346,6
061749007426,347500,241.0714285714285714,25
061788007291,180000,154.7787610619469027,20
061803002222,528000,390.0000000000000000,7
061803002224,770000,574.3243243243243243,12
061839002248,305000,257.2815533980582524,6
061839002258,365000,276.0497667185069984,20
061839002262,605000,460.7046070460704607,7
061887002286,752000,635.9649122807017544,6
061887002288,800000,657.6576576576576577,5
061887002291,880000,654.0740740740740741,15
061899002301,380000,293.9068100358422939,10
061914002306,299000,229.0909090909090909,20
061932002324,215000,165.6151419558359621,5
061932004574,199000,147.7477477477477477,62
061941002330,485000,343.9349112426035503,46
061944002332,175000,130.7189542483660131,5
061962002359,150000,143.6781609195402299,5
061968002362,205000,187.5571820677035682,5
061968009146,205000,187.5571820677035682,5
061968010969,205000,187.5571820677035682,5
061970002365,152000,105.0030883261272390,8
062019002419,341000,317.4603174603174603,12
062025002428,350000,276.4612954186413902,5
062025002443,370000,357.7106518282988871,9
062037002453,1100000,870.2349869451697128,31
062037002456,1375000,1078.4313725490196078,20
062046002458,645000,556.6037735849056604,14
062046002460,645000,556.6037735849056604,14
062046002469,645000,556.6037735849056604,14
062046002470,645000,556.6037735849056604,14
062046002471,645000,556.6037735849056604,14
