nces_code,name,city,state_code,is_suburb,district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,school_quality,great_schools_rating,number_of_students,median_sale_price,median_sale_price_per_sqft,total_sales
080336000419,University Park Elementary School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,9,433,265000,198.65067466266868,5
080336000421,Valverde Elementary School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,1,400,167500,122.16924910607867,6
080336000426,Whittier K-8 School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,325,270000,204.23600605143722,10
080336001380,Marrama Elementary School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,617,243000,173.1274638633377,19
080336001524,Slavens K-8 School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,10,597,365000,329.66101694915255,12
080336001776,Green Valley Elementary School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,721,180000,159.02872777017785,27
080336001867,Lowry Elementary School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,7,470,417684,278.83858267716533,7
080336001933,Pitt-Waller K-8 School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,916,265000,181.56424581005587,36
080336001957,Westerly Creek Elementary School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,7,706,279950,206.452802359882,24
080336006332,William (bill) Roberts K-8 School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,9,850,261000,186.6723259762309,75
080336006364,Cole Arts And Science Academy,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,2,632,305000,261.4429790535299,23
080336006389,Trevista Ece-8 At Horace Mann,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,519,350000,228.13688212927758,50
080336006477,Greenlee Elementary School,Denver,CO,principal_city,0803360,Denver County 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,377,285000,237.48395378690628,16
080345001339,Northridge Elementary School,Highlands Ranch,CO,suburb,0803450,Douglas County Re 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,10,733,224000,166.13076098606646,8
080345001680,Saddle Ranch Elementary School,Highlands Ranch,CO,suburb,0803450,Douglas County Re 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,10,581,319500,186.17424242424244,6
080345001736,Eldorado Elementary School,Highlands Ranch,CO,suburb,0803450,Douglas County Re 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,8,625,323000,199.9707773232028,10
080345001785,Meadow View Elementary School,Castle Rock,CO,suburb,0803450,Douglas County Re 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,474,335000,221.26816380449142,8
080345006159,Bear Canyon Elementary School,Littleton,CO,suburb,0803450,Douglas County Re 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,9,609,285000,230.39611964430074,5
080345006392,Clear Sky Elementary School,Castle Rock,CO,suburb,0803450,Douglas County Re 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,7,799,295000,174.12935323383084,5
080378000486,Charles Hay World School,Englewood,CO,suburb,0803780,Englewood 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,389,316000,218.95424836601308,30
080378000488,Cherrelyn Elementary School,Englewood,CO,suburb,0803780,Englewood 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,2,232,255000,186.0587002096436,22
080378000489,Clayton Elementary School,Englewood,CO,suburb,0803780,Englewood 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,2,493,240000,181.46718146718146,23
080378000497,Wm E Bishop Elementary School,Englewood,CO,suburb,0803780,Englewood 1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,284,230000,172.41379310344828,15
080384000502,Edith Teter Elementary School,Fairplay,CO,suburb,0803840,Park County Re-2 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,245,223000,157.63546798029557,92
080480000704,Coal Creek Canyon K-8 Elementary School,Golden,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,9,159,280000,181.0897435897436,7
080480000706,Columbine Hills Elementary School,Littleton,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,7,425,237500,167.5592960979342,6
080480000716,Edgewater Elementary School,Edgewater,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,506,280000,242.00518582541054,16
080480000717,Eiber Elementary School,Lakewood,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,6,440,215000,173.2418524871355,10
080480000748,Lasley Elementary School,Lakewood,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,553,240000,150.0,6
080480000749,Lawrence Elementary School,Arvada,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,380,280000,199.61977186311788,8
080480000752,Lumberg Elementary School,Edgewater,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,538,310000,232.08191126279863,15
080480000757,Mitchell Elementary School,Golden,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,10,546,357000,270.45454545454544,5
080480000758,Molholm Elementary School,Lakewood,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,481,205000,150.8344030808729,10
080480000768,Parmalee Elementary School,Indian Hills,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,10,252,227500,182.08661417322836,19
080480000780,Secrest Elementary School,Arvada,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,396,189175,127.56985605419136,5
080480000782,Slater Elementary School,Lakewood,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,323,210400,151.91335740072202,7
080480000785,Stein Elementary School,Lakewood,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,857,229000,141.1487758945386,6
080480000790,Swanson Elementary School,Arvada,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,412,242000,146.78899082568807,11
080480000799,Welchester Elementary School,Golden,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,6,284,163200,157.35641227380015,5
080480000800,West Jefferson Elementary School,Conifer,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,7,350,225000,190.47619047619048,7
080480000804,Wilmore Davis Elementary School,Wheat Ridge,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,7,343,275000,226.52388797364085,7
080480000805,Wilmot Elementary School,Evergreen,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,8,409,299000,217.93587174348698,13
080480001316,Marshdale Elementary School,Evergreen,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,10,288,296050,194.00352733686066,9
080480001446,Adams Elementary School,Westminster,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,8,477,245000,190.80996884735202,5
080480001486,Lukas Elementary School,Westminster,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,8,519,262750,156.99052132701422,9
080480006489,Arvada K-8,Arvada,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,602,280000,202.991452991453,20
080480006511,Stevens Elementary School,Wheat Ridge,CO,suburb,0804800,Jefferson County R-1 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,2,378,282000,232.22748815165878,22
080531000874,Centennial Academy of Fine Arts Education,Littleton,CO,suburb,0805310,Littleton 6 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,6,529,355100,250.9946949602122,8
080531000883,Hopkins Elementary School,Centennial,CO,suburb,0805310,Littleton 6 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,8,315,429950,244.01248581157776,5
080531000890,Moody Elementary School,Littleton,CO,suburb,0805310,Littleton 6 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,389,297000,179.0235081374322,9
080555000959,Valley View K-8,Denver,CO,principal_city,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,483,178100,121.20343839541547,27
080555001860,Global Leadership Academy,Denver,CO,principal_city,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,2,600,178100,121.20343839541547,27
080555001932,Adventure Elementary School,Denver,CO,principal_city,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,2,415,178100,121.20343839541547,27
080555001997,Welby Montessori School,Denver,CO,principal_city,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,2,284,178100,121.20343839541547,27
080555002004,Achieve Academy,Thornton,CO,suburb,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,520,178100,121.20343839541547,27
080555002007,Explore Elementary School,Thornton,CO,suburb,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,425,178100,121.20343839541547,27
080555002016,Clayton Partnership School,Thornton,CO,suburb,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,484,178100,121.20343839541547,27
080555002017,York International,Thornton,CO,suburb,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,748,178100,121.20343839541547,27
080555002021,Monterey Community School,Denver,CO,principal_city,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,2,471,178100,121.20343839541547,27
080555002031,Meadow Community School,Thornton,CO,suburb,0805550,"Mapleton Public Schools, Adams County School District 1","Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,6,514,178100,121.20343839541547,27
080654001132,Sheridan Elementary School,Denver,CO,principal_city,0806540,Sheridan 2 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,584,166000,88.67521367521367,10
080654001135,Sheridan Middle School,Englewood,CO,suburb,0806540,Sheridan 2 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,313,166000,88.67521367521367,10
080690001181,Malley Drive Elementary School,Northglenn,CO,suburb,0806900,Adams 12 Five Star Schools School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,448,270000,156.76470588235293,6
080690001190,Stukey Elementary School,Northglenn,CO,suburb,0806900,Adams 12 Five Star Schools School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,1,329,165000,90.65934065934066,5
080690001306,Leroy Drive Elementary School,Northglenn,CO,suburb,0806900,Adams 12 Five Star Schools School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,396,123508,74.85333333333334,5
080690001401,Skyview Elementary School,Thornton,CO,suburb,0806900,Adams 12 Five Star Schools School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,8,502,234500,163.9344262295082,14
080690001622,Eagleview Elementary School,Thornton,CO,suburb,0806900,Adams 12 Five Star Schools School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,8,632,225000,137.44654856444717,9
080690001668,Coyote Ridge Elementary School,Broomfield,CO,suburb,0806900,Adams 12 Five Star Schools School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",top_school,9,542,395000,245.72649572649573,25
080723001232,Clara E. Metz Elementary School,Denver,CO,principal_city,0807230,Westminster 50 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,360,132000,77.6470588235294,6
080723001242,Mesa Elementary School,Westminster,CO,suburb,0807230,Westminster 50 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,5,376,271000,138.83196721311475,5
080723001249,Tennyson Knolls Elementary School,Arvada,CO,suburb,0807230,Westminster 50 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,403,215000,135.0456621004566,6
080723001252,Westminster Elementary School,Westminster,CO,suburb,0807230,Westminster 50 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,298,199900,110.475,5
080723001363,Flynn Elementary School,Westminster,CO,suburb,0807230,Westminster 50 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",average_school,4,303,160001,126.04166666666667,12
080723006373,Josephine Hodgkins Elementary School,Denver,CO,principal_city,0807230,Westminster 50 School District,"Denver, CO","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",poor_school,3,659,247900,183.53174603174602,8
100020000312,Gallaher (robert S.) Elementary School,Newark,DE,suburb,1000200,Christina School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",top_school,8,517,157000,140.4878048780488,6
100023000118,Southern Elementary School,New Castle,DE,suburb,1000230,Colonial School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",average_school,5,859,105000,79.24528301886792,6
100023000197,Wilmington Manor Elementary School,Wilmington Manor,DE,suburb,1000230,Colonial School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",poor_school,3,371,130000,107.5,6
100124000318,Mount Pleasant Elementary School,Wilmington,DE,suburb,1001240,Brandywine School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",average_school,5,760,145000,111.53846153846153,6
100130000252,Richardson Park Elementary School,Wilmington,DE,suburb,1001300,Red Clay Consolidated School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",poor_school,2,479,137500,114.81481481481481,9
100130000255,Marbrook Elementary School,Wilmington,DE,suburb,1001300,Red Clay Consolidated School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",average_school,6,507,100500,77.3076923076923,5
100130000261,Highlands Elementary School,Wilmington,DE,suburb,1001300,Red Clay Consolidated School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",poor_school,1,383,195000,136.8421052631579,5
100130000315,Richey Elementary School,Wilmington,DE,suburb,1001300,Red Clay Consolidated School District,"Wilmington, DE","Wilmington, DE-MD-NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",poor_school,2,429,110500,96.08695652173913,5
110003000011,Takoma Education Campus,Washington,DC,principal_city,1100030,District of Columbia Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",average_school,4,366,399999,367.741935483871,6
110003000126,Plummer Elementary School,Washington,DC,principal_city,1100030,District of Columbia Public Schools,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",poor_school,3,263,204500,158.77329192546583,5
120006000038,Westside Elementary School,Glen Saint Mary,FL,suburb,1200060,Baker,"Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",top_school,9,584,43144,31.723529411764705,7
120006002647,J Franklyn Keller Intermediate School,Macclenny,FL,suburb,1200060,Baker,"Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",poor_school,3,772,80000,45.35147392290249,14
120018000141,Deerfield Beach Elementary School,Deerfield Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,708,249000,183.6206896551724,61
120018000143,Oakland Park Elementary School,Oakland Park,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,615,210000,165.17549896765314,53
120018000147,Dania Elementary School,Dania Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,529,175000,134.58401305057097,24
120018000148,Hollywood Hills Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,8,778,235000,159.2505854800937,29
120018000149,Hollywood Central Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,546,283000,208.5852478839178,38
120018000150,Hallandale Elementary School,Hallandale Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,1087,199123,158.03412698412697,14
120018000151,Riverland Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,629,116500,91.94948697711129,11
120018000152,West Hollywood Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,618,115000,95.1029098651526,8
120018000155,Wilton Manors Elementary School,Wilton Manors,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,623,315000,241.58415841584159,41
120018000156,Bennett Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,429,310000,240.74074074074073,51
120018000158,Croissant Park Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,743,256000,208.0,61
120018000159,Colbert Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,673,150500,133.86613386613388,40
120018000164,Walker Elementary School (magnet),Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,685,475000,331.8025258323766,14
120018000165,Collins Elementary School,Dania Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,8,316,198500,169.62843295638126,10
120018000170,Deerfield Park Elementary School,Deerfield Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,584,124000,93.09309309309309,9
120018000175,Oakridge Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,549,169000,134.4262295081967,28
120018000178,Harbordale Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,7,448,860000,527.34375,12
120018000181,North Andrews Gardens Elementary School,Oakland Park,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,878,162000,143.14236111111111,29
120018000182,Miramar Elementary School,Miramar,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,821,132500,111.15771812080537,9
120018000184,Norcrest Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,831,308400,210.09825327510916,28
120018000185,Tedder Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,650,80000,75.18796992481202,7
120018000189,Sunland Park Academy,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,490,71000,65.814696485623,9
120018000191,Westwood Heights Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,585,112850,93.23841059602648,14
120018000192,Bayview Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,10,621,475000,295.21441889372284,12
120018000198,Orange Brook Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,745,185000,137.51017087062652,10
120018000199,Driftwood Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,577,169000,122.72727272727273,8
120018000200,Tropical Elementary School,Plantation,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,7,996,260000,142.85714285714286,6
120018000200,Tropical Elementary School,Plantation,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,7,996,260000,142.85714285714286,6
120018000201,Pompano Beach Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,518,179000,136.11111111111111,9
120018000202,Meadowbrook Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,756,112000,111.0009910802775,7
120018000204,Broadview Elementary School,North Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,999,146000,100.71890726096333,21
120018000205,Lake Forest Elementary School,Pembroke Park,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,813,137000,105.5052790346908,8
120018000206,McNab Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,664,339214,222.19116825041922,75
