nces_code,name,city,state_code,is_suburb,district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,school_quality,great_schools_rating,number_of_students,median_sale_price,median_sale_price_per_sqft,total_sales
120018000207,Floranada Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,755,345000,212.489158716392,20
120018000212,Cresthaven Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,704,138500,128.90625,31
120018000214,Stephen Foster Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,662,210000,166.96750902527077,25
120018000215,Peters Elementary School,Plantation,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,706,230000,185.49051937345425,7
120018000215,Peters Elementary School,Plantation,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,706,230000,185.49051937345425,7
120018000218,Boulevard Heights Elementary School,Pembroke Pines,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,732,205000,153.97775876817792,53
120018000223,Lloyd Estates Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,641,182000,151.65562913907286,35
120018000224,Palmview Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,620,122500,98.97360703812316,44
120018000226,Margate Elementary School,Margate,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,984,147500,107.12035286704474,76
120018000227,Sunshine Elementary School,Miramar,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,613,160000,134.65627214741318,36
120018000228,North Fork Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,571,213000,178.2426778242678,13
120018000229,Cooper City Elementary School,Cooper City,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,9,718,242000,176.67269439421338,23
120018000230,Pembroke Pines Elementary School,Pembroke Pines,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,558,175000,138.3960255500355,12
120018000237,Sheridan Park Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,662,180001,153.99422521655438,13
120018000240,Coconut Creek Elementary School,Coconut Creek,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,749,200000,130.20833333333334,16
120018000242,Castle Hill Elementary School,Lauderhill,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,604,120000,89.55223880597015,6
120018000243,Martin Luther King Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,446,84000,82.59587020648968,5
120018000244,Village Elementary School,Sunrise,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,855,140000,109.0014064697609,43
120018000245,Annabel C. Perry Elementary School,Miramar,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,800,145000,134.31104199066874,11
120018000246,Fairway Elementary School,Miramar,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,776,160125,112.14555765595463,16
120018000254,Hollywood Park Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,525,175500,140.96385542168676,10
120018000255,Cypress Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,913,280000,192.04350314825416,32
120018000257,Sheridan Hills Elementary School,Hollywood,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,572,225000,149.83922829581994,13
120018000258,Oriole Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,636,138000,115.35523300229183,40
120018000259,Mirror Lake Elementary School,Plantation,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,557,165000,113.00417246175243,60
120018000259,Mirror Lake Elementary School,Plantation,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,557,165000,113.00417246175243,60
120018000260,Royal Palm Elementary School,Lauderhill,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,778,80379,60.283687943262414,5
120018000266,Park Ridge Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,520,165000,124.64387464387464,28
120018000271,North Lauderdale Elementary School,North Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,658,129000,98.44322344322345,22
120018000273,Atlantic West Elementary School,Margate,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,667,157000,113.93514460999124,41
120018000274,Horizon Elementary School,Sunrise,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,558,191500,133.11499272197963,44
120018000280,Tamarac Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,845,165000,111.91335740072202,123
120018000282,Pembroke Lakes Elementary School,Pembroke Pines,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,9,547,206479,155.36418359668923,5
120018000283,Nob Hill Elementary School,Sunrise,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,623,219000,162.38159675236807,11
120018000287,Ramblewood Elementary School,Coral Springs,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,787,240000,157.32546705998033,6
120018002039,Banyan Elementary School,Sunrise,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,718,156000,110.49723756906077,7
120018002041,Davie Elementary School,Davie,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,759,147000,136.11111111111111,7
120018002047,Pinewood Elementary School,North Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,638,162000,109.05730129390018,51
120018002542,Country Isles Elementary School,Weston,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,8,1000,265000,219.84602224123182,11
120018002545,Silver Ridge Elementary School,Davie,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,8,1044,260000,198.3860121049092,10
120018002594,Sandpiper Elementary School,Sunrise,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,600,202000,145.45454545454547,8
120018002803,Quiet Waters Elementary School,Deerfield Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,6,1397,176000,120.850622406639,41
120018002980,Thurgood Marshall Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,479,143000,130.0659754948162,26
120018003682,Challenger Elementary School,Pompano Beach,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,949,165000,124.90761271249076,90
120018003817,Park Lakes Elementary School,Lauderdale Lakes,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,1147,131000,99.09228441754917,102
120018003818,Liberty Elementary School,Margate,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,1014,185000,121.39107611548556,12
120018004051,Rock Island Elementary School,Fort Lauderdale,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,527,175500,140.14466546112115,7
120018007250,Discovery Elementary School,Sunrise,FL,suburb,1200180,Broward,"Fort Lauderdale, FL","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,7,975,159000,113.04909560723515,72
120030000319,Charles E. Bennett Elementary School,Green Cove Springs,FL,suburb,1200300,Clay,"Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",poor_school,3,832,47500,31.415343915343914,5
120030000321,Grove Park Elementary School,Orange Park,FL,suburb,1200300,Clay,"Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",average_school,5,445,90000,69.6594427244582,7
120030000327,Keystone Heights Elementary School,Keystone Heights,FL,suburb,1200300,Clay,"Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",average_school,4,800,84000,81.23953098827471,10
120030000332,Lakeside Elementary School,Orange Park,FL,suburb,1200300,Clay,"Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",top_school,9,804,47405,44.056691449814124,5
120030003036,McRae Elementary School,Keystone Heights,FL,suburb,1200300,Clay,"Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",average_school,4,490,65500,62.02651515151515,8
120030005469,Argyle Elementary School,Orange Park,FL,suburb,1200300,Clay,"Jacksonville, FL","Jacksonville, FL","Jacksonville, FL",top_school,8,624,167171,134.1661316211878,5
120039000367,Air Base Elementary School,Homestead,FL,suburb,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,9,933,205000,159.20398009950247,1006
120039000368,Lenora Braynon Smith Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,4,411,77000,60.63522617901829,13
120039000369,Arcola Lake Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,506,81809,63.06937631394534,9
120039000370,Auburndale Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,865,230000,179.93079584775086,7
120039000371,Avocado Elementary School,Homestead,FL,suburb,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,466,120000,96.0,13
120039000372,Banyan Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,9,380,255000,175.09727626459144,5
120039000373,Ruth K. Broad Bay Harbor K-8 Center,Bay Harbor Islands,FL,suburb,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,10,1336,580000,343.76918354818906,9
120039000377,Biscayne Gardens Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,2,655,96100,77.57920389926889,15
120039000378,Van E. Blanton Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,5,557,72100,55.2828902522154,6
120039000382,Broadmoor Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,466,115000,104.54545454545455,7
120039000383,W. J. Bryan Elementary School,North Miami,FL,suburb,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,730,195000,154.24164524421593,11
120039000389,George W. Carver Elementary School,Coral Gables,FL,suburb,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,7,443,549000,370.86092715231786,10
120039000392,Citrus Grove Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,3,815,175000,120.78830260648442,6
120039000393,Coconut Grove Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,8,461,585000,391.71374764595106,22
120039000397,Coral Gables Preparatory Academy,Coral Gables,FL,suburb,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,9,717,420000,270.935960591133,43
120039000400,Coral Terrace Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,8,462,240000,195.23809523809524,19
120039000401,Coral Way K-8 Center,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,7,1471,295000,201.685731487056,14
120039000404,Cypress Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,7,273,285000,208.15986677768527,7
120039000410,Earlington Heights Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",poor_school,1,458,50000,43.365134431916736,8
120039000415,David Fairchild Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",top_school,8,643,319000,249.500998003992,11
120039000416,Fairlawn Elementary School,Miami,FL,principal_city,1200390,Dade,"Miami, FL","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-West Palm Beach, FL",average_school,7,651,210000,162.03703703703704,22
